date,channel,signups
2024-09-20,Partner,5
2024-09-21,Organic,53
2024-09-21,Google,27
2024-09-21,LinkedIn,15
2024-09-21,Facebook,20
2024-09-21,Referral,25
2024-09-21,Email,35
2024-09-21,Direct,7
2024-09-21,Partner,9
2024-09-22,Organic,65
2024-09-22,Google,42
2024-09-22,LinkedIn,32
2024-09-22,Facebook,21
2024-09-22,Referral,25
2024-09-22,Email,20
2024-09-22,Direct,7
2024-09-22,Partner,5
2024-09-23,Organic,53
2024-09-23,Google,38
2024-09-23,LinkedIn,39
2024-09-23,Facebook,21
2024-09-23,Referral,14
2024-09-23,Email,16
2024-09-23,Direct,15
2024-09-23,Partner,5
2024-09-24,Organic,34
2024-09-24,Google,47
2024-09-24,LinkedIn,36
2024-09-24,Facebook,14
2024-09-24,Referral,17
2024-09-24,Email,9
2024-09-24,Direct,2
2024-09-24,Partner,13
2024-09-25,Organic,68
2024-09-25,Google,38
2024-09-25,LinkedIn,11
2024-09-25,Facebook,19
2024-09-25,Referral,14
2024-09-25,Email,3
2024-09-25,Direct,2
2024-09-25,Partner,5
2024-09-26,Organic,54
2024-09-26,Google,31
2024-09-26,LinkedIn,28
2024-09-26,Facebook,15
2024-09-26,Referral,19
2024-09-26,Email,3
2024-09-26,Direct,12
2024-09-26,Partner,5
2024-09-27,Organic,68
2024-09-27,Google,20
2024-09-27,LinkedIn,6
2024-09-27,Facebook,9
2024-09-27,Referral,32
2024-09-27,Email,20
2024-09-27,Direct,17
2024-09-27,Partner,5
2024-09-28,Organic,59
2024-09-28,Google,47
2024-09-28,LinkedIn,18
2024-09-28,Facebook,19
2024-09-28,Referral,32
2024-09-28,Email,14
2024-09-28,Direct,24
2024-09-28,Partner,5
2024-09-29,Organic,44
2024-09-29,Google,48
2024-09-29,LinkedIn,26
2024-09-29,Facebook,20
2024-09-29,Referral,4
2024-09-29,Email,18
2024-09-29,Direct,15
2024-09-29,Partner,5
2024-09-30,Organic,71
2024-09-30,Google,40
2024-09-30,LinkedIn,39
2024-09-30,Facebook,24
2024-09-30,Referral,4
2024-09-30,Email,24
2024-09-30,Direct,7
2024-09-30,Partner,5
2024-10-01,Organic,48
2024-10-01,Google,36
2024-10-01,LinkedIn,4
2024-10-01,Facebook,22
2024-10-01,Referral,26
2024-10-01,Email,13
2024-10-01,Direct,16
2024-10-01,Partner,6
2024-10-02,Organic,57
2024-10-02,Google,23
2024-10-02,LinkedIn,18
2024-10-02,Facebook,11
2024-10-02,Referral,19
2024-10-02,Email,17
2024-10-02,Direct,15
2024-10-02,Partner,9
2024-10-03,Organic,47
2024-10-03,Google,40
2024-10-03,LinkedIn,23
2024-10-03,Facebook,7
2024-10-03,Referral,11
2024-10-03,Email,3
2024-10-03,Direct,14
2024-10-03,Partner,11
2024-10-04,Organic,50
2024-10-04,Google,41
2024-10-04,LinkedIn,18
2024-10-04,Facebook,16
2024-10-04,Referral,30
2024-10-04,Email,3
2024-10-04,Direct,27
2024-10-04,Partner,5
2024-10-05,Organic,55
2024-10-05,Google,36
2024-10-05,LinkedIn,4
2024-10-05,Facebook,24
2024-10-05,Referral,40
2024-10-05,Email,11
2024-10-05,Direct,15
2024-10-05,Partner,5
2024-10-06,Organic,44
2024-10-06,Google,29
2024-10-06,LinkedIn,25
2024-10-06,Facebook,19
2024-10-06,Referral,26
2024-10-06,Email,24
2024-10-06,Direct,2
2024-10-06,Partner,5
2024-10-07,Organic,57
2024-10-07,Google,39
2024-10-07,LinkedIn,20
2024-10-07,Facebook,21
2024-10-07,Referral,31
2024-10-07,Email,17
2024-10-07,Direct,18
2024-10-07,Partner,13
2024-10-08,Organic,62
2024-10-08,Google,34
2024-10-08,LinkedIn,11
2024-10-08,Facebook,26
2024-10-08,Referral,32
2024-10-08,Email,21
2024-10-08,Direct,7
2024-10-08,Partner,5
2024-10-09,Organic,48
2024-10-09,Google,32
2024-10-09,LinkedIn,20
2024-10-09,Facebook,17
2024-10-09,Referral,4
2024-10-09,Email,19
2024-10-09,Direct,21
2024-10-09,Partner,36
2024-10-10,Organic,39
2024-10-10,Google,53
2024-10-10,LinkedIn,12
2024-10-10,Facebook,22
2024-10-10,Referral,9
2024-10-10,Email,3
2024-10-10,Direct,10
2024-10-10,Partner,19
2024-10-11,Organic,43
2024-10-11,Google,23
2024-10-11,LinkedIn,48
2024-10-11,Facebook,15
2024-10-11,Referral,14
2024-10-11,Email,18
2024-10-11,Direct,19
2024-10-11,Partner,5
2024-10-12,Organic,70
2024-10-12,Google,39
2024-10-12,LinkedIn,40
2024-10-12,Facebook,20
2024-10-12,Referral,9
2024-10-12,Email,27
2024-10-12,Direct,8
2024-10-12,Partner,13
2024-10-13,Organic,68
2024-10-13,Google,41
2024-10-13,LinkedIn,15
2024-10-13,Facebook,17
2024-10-13,Referral,4
2024-10-13,Email,5
2024-10-13,Direct,10
2024-10-13,Partner,6
2024-10-14,Organic,40
2024-10-14,Google,47
2024-10-14,LinkedIn,20
2024-10-14,Facebook,16
2024-10-14,Referral,40
2024-10-14,Email,17
2024-10-14,Direct,12
2024-10-14,Partner,9
2024-10-15,Organic,48
2024-10-15,Google,34
2024-10-15,LinkedIn,13
2024-10-15,Facebook,29
2024-10-15,Referral,28
2024-10-15,Email,5
2024-10-15,Direct,7
2024-10-15,Partner,7
2024-10-16,Organic,74
2024-10-16,Google,36
2024-10-16,LinkedIn,4
2024-10-16,Facebook,20
2024-10-16,Referral,26
2024-10-16,Email,11
2024-10-16,Direct,5
2024-10-16,Partner,12
2024-10-17,Organic,32
2024-10-17,Google,41
2024-10-17,LinkedIn,35
2024-10-17,Facebook,15
2024-10-17,Referral,30
2024-10-17,Email,3
2024-10-17,Direct,4
2024-10-17,Partner,30
2024-10-18,Organic,60
2024-10-18,Google,50
2024-10-18,LinkedIn,21
2024-10-18,Facebook,16
2024-10-18,Referral,17
2024-10-18,Email,4
2024-10-18,Direct,2
2024-10-18,Partner,5
2024-10-19,Organic,64
2024-10-19,Google,31
2024-10-19,LinkedIn,41
2024-10-19,Facebook,18
2024-10-19,Referral,11
2024-10-19,Email,5
2024-10-19,Direct,15
2024-10-19,Partner,23
2024-10-20,Organic,47
2024-10-20,Google,48
2024-10-20,LinkedIn,27
2024-10-20,Facebook,23
2024-10-20,Referral,34
2024-10-20,Email,14
2024-10-20,Direct,20
2024-10-20,Partner,22
2024-10-21,Organic,46
2024-10-21,Google,30
2024-10-21,LinkedIn,24
2024-10-21,Facebook,25
2024-10-21,Referral,30
2024-10-21,Email,17
2024-10-21,Direct,16
2024-10-21,Partner,13
2024-10-22,Organic,62
2024-10-22,Google,31
2024-10-22,LinkedIn,4
2024-10-22,Facebook,10
2024-10-22,Referral,35
2024-10-22,Email,11
2024-10-22,Direct,2
2024-10-22,Partner,5
2024-10-23,Organic,52
2024-10-23,Google,6
2024-10-23,LinkedIn,45
2024-10-23,Facebook,16
2024-10-23,Referral,16
2024-10-23,Email,8
2024-10-23,Direct,24
2024-10-23,Partner,25
2024-10-24,Organic,61
2024-10-24,Google,27
2024-10-24,LinkedIn,21
2024-10-24,Facebook,12
2024-10-24,Referral,23
2024-10-24,Email,3
2024-10-24,Direct,16
2024-10-24,Partner,5
2024-10-25,Organic,51
2024-10-25,Google,26
2024-10-25,LinkedIn,13
2024-10-25,Facebook,17
2024-10-25,Referral,20
2024-10-25,Email,8
2024-10-25,Direct,10
2024-10-25,Partner,19
2024-10-26,Organic,66
2024-10-26,Google,38
2024-10-26,LinkedIn,32
2024-10-26,Facebook,13
2024-10-26,Referral,34
2024-10-26,Email,3
2024-10-26,Direct,23
2024-10-26,Partner,15
2024-10-27,Organic,48
2024-10-27,Google,46
2024-10-27,LinkedIn,29
2024-10-27,Facebook,21
2024-10-27,Referral,20
2024-10-27,Email,3
2024-10-27,Direct,12
2024-10-27,Partner,29
2024-10-28,Organic,62
2024-10-28,Google,29
2024-10-28,LinkedIn,40
2024-10-28,Facebook,13
2024-10-28,Referral,27
2024-10-28,Email,13
2024-10-28,Direct,19
2024-10-28,Partner,25
2024-10-29,Organic,53
2024-10-29,Google,34
2024-10-29,LinkedIn,8
2024-10-29,Facebook,31
2024-10-29,Referral,22
2024-10-29,Email,20
2024-10-29,Direct,7
2024-10-29,Partner,7
2024-10-30,Organic,44
2024-10-30,Google,34
2024-10-30,LinkedIn,12
2024-10-30,Facebook,14
2024-10-30,Referral,37
2024-10-30,Email,30
2024-10-30,Direct,7
2024-10-30,Partner,17
2024-10-31,Organic,32
2024-10-31,Google,31
2024-10-31,LinkedIn,29
2024-10-31,Facebook,17
2024-10-31,Referral,24
2024-10-31,Email,3
2024-10-31,Direct,20
2024-10-31,Partner,10
2024-11-01,Organic,51
2024-11-01,Google,57
2024-11-01,LinkedIn,19
2024-11-01,Facebook,18
2024-11-01,Referral,24
2024-11-01,Email,10
2024-11-01,Direct,15
2024-11-01,Partner,17
2024-11-02,Organic,41
2024-11-02,Google,41
2024-11-02,LinkedIn,18
2024-11-02,Facebook,23
2024-11-02,Referral,5
2024-11-02,Email,3
2024-11-02,Direct,12
2024-11-02,Partner,36
2024-11-03,Organic,51
2024-11-03,Google,24
2024-11-03,LinkedIn,41
2024-11-03,Facebook,15
2024-11-03,Referral,14
2024-11-03,Email,22
2024-11-03,Direct,2
2024-11-03,Partner,7
2024-11-04,Organic,49
2024-11-04,Google,30
2024-11-04,LinkedIn,24
2024-11-04,Facebook,12
2024-11-04,Referral,33
2024-11-04,Email,10
2024-11-04,Direct,11
2024-11-04,Partner,5
2024-11-05,Organic,68
2024-11-05,Google,25
2024-11-05,LinkedIn,17
2024-11-05,Facebook,20
2024-11-05,Referral,44
2024-11-05,Email,20
2024-11-05,Direct,19
2024-11-05,Partner,9
2024-11-06,Organic,71
2024-11-06,Google,27
2024-11-06,LinkedIn,21
2024-11-06,Facebook,16
2024-11-06,Referral,21
2024-11-06,Email,14
2024-11-06,Direct,10
2024-11-06,Partner,28
2024-11-07,Organic,54
2024-11-07,Google,52
2024-11-07,LinkedIn,26
2024-11-07,Facebook,23
2024-11-07,Referral,35
2024-11-07,Email,3
2024-11-07,Direct,9
2024-11-07,Partner,11
2024-11-08,Organic,59
2024-11-08,Google,35
2024-11-08,LinkedIn,37
2024-11-08,Facebook,25
2024-11-08,Referral,13
2024-11-08,Email,3
2024-11-08,Direct,29
2024-11-08,Partner,6
2024-11-09,Organic,61
2024-11-09,Google,46
2024-11-09,LinkedIn,32
2024-11-09,Facebook,19
2024-11-09,Referral,13
2024-11-09,Email,3
2024-11-09,Direct,15
2024-11-09,Partner,15
2024-11-10,Organic,56
2024-11-10,Google,51
2024-11-10,LinkedIn,14
2024-11-10,Facebook,8
2024-11-10,Referral,23
2024-11-10,Email,17
2024-11-10,Direct,8
2024-11-10,Partner,5
2024-11-11,Organic,51
2024-11-11,Google,39
2024-11-11,LinkedIn,11
2024-11-11,Facebook,17
2024-11-11,Referral,13
2024-11-11,Email,22
2024-11-11,Direct,11
2024-11-11,Partner,14
2024-11-12,Organic,44
2024-11-12,Google,43
2024-11-12,LinkedIn,23
2024-11-12,Facebook,23
2024-11-12,Referral,19
2024-11-12,Email,33
2024-11-12,Direct,16
2024-11-12,Partner,5
2024-11-13,Organic,49
2024-11-13,Google,38
2024-11-13,LinkedIn,36
2024-11-13,Facebook,13
2024-11-13,Referral,14
2024-11-13,Email,33
2024-11-13,Direct,19
2024-11-13,Partner,23
2024-11-14,Organic,39
2024-11-14,Google,42
2024-11-14,LinkedIn,5
2024-11-14,Facebook,19
2024-11-14,Referral,6
2024-11-14,Email,3
2024-11-14,Direct,15
2024-11-14,Partner,5
2024-11-15,Organic,61
2024-11-15,Google,27
2024-11-15,LinkedIn,23
2024-11-15,Facebook,26
2024-11-15,Referral,20
2024-11-15,Email,3
2024-11-15,Direct,6
2024-11-15,Partner,12
2024-11-16,Organic,36
2024-11-16,Google,41
2024-11-16,LinkedIn,24
2024-11-16,Facebook,19
2024-11-16,Referral,20
2024-11-16,Email,4
2024-11-16,Direct,13
2024-11-16,Partner,5
2024-11-17,Organic,50
2024-11-17,Google,42
2024-11-17,LinkedIn,22
2024-11-17,Facebook,27
2024-11-17,Referral,20
2024-11-17,Email,10
2024-11-17,Direct,8
2024-11-17,Partner,5
2024-11-18,Organic,49
2024-11-18,Google,26
2024-11-18,LinkedIn,6
2024-11-18,Facebook,13
2024-11-18,Referral,14
2024-11-18,Email,10
2024-11-18,Direct,2
2024-11-18,Partner,5
2024-11-19,Organic,43
2024-11-19,Google,23
2024-11-19,LinkedIn,4
2024-11-19,Facebook,12
2024-11-19,Referral,51
2024-11-19,Email,22
2024-11-19,Direct,23
2024-11-19,Partner,6
2024-11-20,Organic,57
2024-11-20,Google,37
2024-11-20,LinkedIn,4
2024-11-20,Facebook,19
2024-11-20,Referral,11
2024-11-20,Email,28
2024-11-20,Direct,7
2024-11-20,Partner,5
2024-11-21,Organic,51
2024-11-21,Google,29
2024-11-21,LinkedIn,30
2024-11-21,Facebook,14
2024-11-21,Referral,16
2024-11-21,Email,3
2024-11-21,Direct,6
2024-11-21,Partner,16
2024-11-22,Organic,60
2024-11-22,Google,27
2024-11-22,LinkedIn,11
2024-11-22,Facebook,5
2024-11-22,Referral,24
2024-11-22,Email,14
2024-11-22,Direct,6
2024-11-22,Partner,22
2024-11-23,Organic,38
2024-11-23,Google,37
2024-11-23,LinkedIn,29
2024-11-23,Facebook,13
2024-11-23,Referral,8
2024-11-23,Email,3
2024-11-23,Direct,2
2024-11-23,Partner,7
2024-11-24,Organic,36
2024-11-24,Google,35
2024-11-24,LinkedIn,37
2024-11-24,Facebook,14
2024-11-24,Referral,4
2024-11-24,Email,3
2024-11-24,Direct,10
2024-11-24,Partner,5
2024-11-25,Organic,59
2024-11-25,Google,50
2024-11-25,LinkedIn,22
2024-11-25,Facebook,29
2024-11-25,Referral,36
2024-11-25,Email,12
2024-11-25,Direct,12
2024-11-25,Partner,33
2024-11-26,Organic,64
2024-11-26,Google,36
2024-11-26,LinkedIn,27
2024-11-26,Facebook,25
2024-11-26,Referral,12
2024-11-26,Email,4
2024-11-26,Direct,5
2024-11-26,Partner,24
2024-11-27,Organic,67
2024-11-27,Google,22
2024-11-27,LinkedIn,38
2024-11-27,Facebook,8
2024-11-27,Referral,36
2024-11-27,Email,12
2024-11-27,Direct,9
2024-11-27,Partner,6
2024-11-28,Organic,47
2024-11-28,Google,36
2024-11-28,LinkedIn,4
2024-11-28,Facebook,14
2024-11-28,Referral,4
2024-11-28,Email,28
2024-11-28,Direct,23
2024-11-28,Partner,29
2024-11-29,Organic,47
2024-11-29,Google,42
2024-11-29,LinkedIn,36
2024-11-29,Facebook,19
2024-11-29,Referral,10
2024-11-29,Email,14
2024-11-29,Direct,12
2024-11-29,Partner,13
2024-11-30,Organic,45
2024-11-30,Google,30
2024-11-30,LinkedIn,35
2024-11-30,Facebook,20
2024-11-30,Referral,5
2024-11-30,Email,11
2024-11-30,Direct,10
2024-11-30,Partner,7
2024-12-01,Organic,52
2024-12-01,Google,41
2024-12-01,LinkedIn,9
2024-12-01,Facebook,17
2024-12-01,Referral,28
2024-12-01,Email,3
2024-12-01,Direct,5
2024-12-01,Partner,33
2024-12-02,Organic,63
2024-12-02,Google,40
2024-12-02,LinkedIn,34
2024-12-02,Facebook,22
2024-12-02,Referral,20
2024-12-02,Email,3
2024-12-02,Direct,14
2024-12-02,Partner,5
2024-12-03,Organic,56
2024-12-03,Google,12
2024-12-03,LinkedIn,31
2024-12-03,Facebook,24
2024-12-03,Referral,26
2024-12-03,Email,6
2024-12-03,Direct,2
2024-12-03,Partner,36
2024-12-04,Organic,59
2024-12-04,Google,35
2024-12-04,LinkedIn,39
2024-12-04,Facebook,26
2024-12-04,Referral,7
2024-12-04,Email,3
2024-12-04,Direct,17
2024-12-04,Partner,5
2024-12-05,Organic,54
2024-12-05,Google,33
2024-12-05,LinkedIn,33
2024-12-05,Facebook,19
2024-12-05,Referral,25
2024-12-05,Email,18
2024-12-05,Direct,12
2024-12-05,Partner,13
2024-12-06,Organic,56
2024-12-06,Google,30
2024-12-06,LinkedIn,8
2024-12-06,Facebook,19
2024-12-06,Referral,12
2024-12-06,Email,3
2024-12-06,Direct,8
2024-12-06,Partner,24
2024-12-07,Organic,45
2024-12-07,Google,34
2024-12-07,LinkedIn,4
2024-12-07,Facebook,27
2024-12-07,Referral,31
2024-12-07,Email,11
2024-12-07,Direct,3
2024-12-07,Partner,22
2024-12-08,Organic,55
2024-12-08,Google,43
2024-12-08,LinkedIn,6
2024-12-08,Facebook,30
2024-12-08,Referral,20
2024-12-08,Email,3
2024-12-08,Direct,16
2024-12-08,Partner,22
2024-12-09,Organic,55
2024-12-09,Google,31
2024-12-09,LinkedIn,21
2024-12-09,Facebook,16
2024-12-09,Referral,7
2024-12-09,Email,11
2024-12-09,Direct,16
2024-12-09,Partner,24
2024-12-10,Organic,46
2024-12-10,Google,39
2024-12-10,LinkedIn,8
2024-12-10,Facebook,20
2024-12-10,Referral,10
2024-12-10,Email,15
2024-12-10,Direct,12
2024-12-10,Partner,29
2024-12-11,Organic,56
2024-12-11,Google,34
2024-12-11,LinkedIn,23
2024-12-11,Facebook,19
2024-12-11,Referral,28
2024-12-11,Email,3
2024-12-11,Direct,9
2024-12-11,Partner,32
2024-12-12,Organic,40
2024-12-12,Google,28
2024-12-12,LinkedIn,4
2024-12-12,Facebook,30
2024-12-12,Referral,43
2024-12-12,Email,3
2024-12-12,Direct,14
2024-12-12,Partner,27
2024-12-13,Organic,48
2024-12-13,Google,38
2024-12-13,LinkedIn,38
2024-12-13,Facebook,18
2024-12-13,Referral,31
2024-12-13,Email,4
2024-12-13,Direct,17
2024-12-13,Partner,7
2024-12-14,Organic,52
2024-12-14,Google,43
2024-12-14,LinkedIn,23
2024-12-14,Facebook,17
2024-12-14,Referral,4
2024-12-14,Email,16
2024-12-14,Direct,15
2024-12-14,Partner,6
2024-12-15,Organic,57
2024-12-15,Google,26
2024-12-15,LinkedIn,5
2024-12-15,Facebook,19
2024-12-15,Referral,17
2024-12-15,Email,13
2024-12-15,Direct,2
2024-12-15,Partner,5
2024-12-16,Organic,42
2024-12-16,Google,26
2024-12-16,LinkedIn,8
2024-12-16,Facebook,15
2024-12-16,Referral,8
2024-12-16,Email,25
2024-12-16,Direct,9
2024-12-16,Partner,5
2024-12-17,Organic,45
2024-12-17,Google,35
2024-12-17,LinkedIn,44
2024-12-17,Facebook,21
2024-12-17,Referral,4
2024-12-17,Email,9
2024-12-17,Direct,9
2024-12-17,Partner,5
2024-12-18,Organic,51
2024-12-18,Google,32
2024-12-18,LinkedIn,17
2024-12-18,Facebook,15
2024-12-18,Referral,27
2024-12-18,Email,21
2024-12-18,Direct,3
2024-12-18,Partner,12
2024-12-19,Organic,56
2024-12-19,Google,43
2024-12-19,LinkedIn,19
2024-12-19,Facebook,17
2024-12-19,Referral,18
2024-12-19,Email,27
2024-12-19,Direct,15
2024-12-19,Partner,24
2024-12-20,Organic,58
2024-12-20,Google,17
2024-12-20,LinkedIn,16
2024-12-20,Facebook,27
2024-12-20,Referral,30
2024-12-20,Email,11
2024-12-20,Direct,2
2024-12-20,Partner,5
2024-12-21,Organic,52
2024-12-21,Google,38
2024-12-21,LinkedIn,19
2024-12-21,Facebook,12
2024-12-21,Referral,18
2024-12-21,Email,9
2024-12-21,Direct,22
2024-12-21,Partner,5
2024-12-22,Organic,42
2024-12-22,Google,32
2024-12-22,LinkedIn,58
2024-12-22,Facebook,16
2024-12-22,Referral,22
2024-12-22,Email,4
2024-12-22,Direct,23
2024-12-22,Partner,31
2024-12-23,Organic,67
2024-12-23,Google,32
2024-12-23,LinkedIn,47
2024-12-23,Facebook,18
2024-12-23,Referral,10
2024-12-23,Email,3
2024-12-23,Direct,6
2024-12-23,Partner,5
2024-12-24,Organic,61
2024-12-24,Google,46
2024-12-24,LinkedIn,36
2024-12-24,Facebook,17
2024-12-24,Referral,4
2024-12-24,Email,3
2024-12-24,Direct,19
2024-12-24,Partner,5
2024-12-25,Organic,46
2024-12-25,Google,37
2024-12-25,LinkedIn,18
2024-12-25,Facebook,26
2024-12-25,Referral,13
2024-12-25,Email,7
2024-12-25,Direct,15
2024-12-25,Partner,5
2024-12-26,Organic,47
2024-12-26,Google,43
2024-12-26,LinkedIn,40
2024-12-26,Facebook,26
2024-12-26,Referral,10
2024-12-26,Email,6
2024-12-26,Direct,11
2024-12-26,Partner,20
2024-12-27,Organic,51
2024-12-27,Google,23
2024-12-27,LinkedIn,10
2024-12-27,Facebook,28
2024-12-27,Referral,24
2024-12-27,Email,17
2024-12-27,Direct,18
2024-12-27,Partner,5
2024-12-28,Organic,61
2024-12-28,Google,32
2024-12-28,LinkedIn,5
2024-12-28,Facebook,15
2024-12-28,Referral,25
2024-12-28,Email,6
2024-12-28,Direct,15
2024-12-28,Partner,5
2024-12-29,Organic,56
2024-12-29,Google,32
2024-12-29,LinkedIn,23
2024-12-29,Facebook,19
2024-12-29,Referral,7
2024-12-29,Email,3
2024-12-29,Direct,2
2024-12-29,Partner,8
2024-12-30,Organic,39
2024-12-30,Google,41
2024-12-30,LinkedIn,26
2024-12-30,Facebook,17
2024-12-30,Referral,19
2024-12-30,Email,20
2024-12-30,Direct,9
2024-12-30,Partner,20
2024-12-31,Organic,63
2024-12-31,Google,41
2024-12-31,LinkedIn,34
2024-12-31,Facebook,13
2024-12-31,Referral,39
2024-12-31,Email,6
2024-12-31,Direct,19
2024-12-31,Partner,12
2025-01-01,Organic,59
2025-01-01,Google,36
2025-01-01,LinkedIn,16
2025-01-01,Facebook,22
2025-01-01,Referral,30
2025-01-01,Email,23
2025-01-01,Direct,16
2025-01-01,Partner,5
2025-01-02,Organic,65
2025-01-02,Google,41
2025-01-02,LinkedIn,10
2025-01-02,Facebook,16
2025-01-02,Referral,16
2025-01-02,Email,22
2025-01-02,Direct,6
2025-01-02,Partner,5
2025-01-03,Organic,57
2025-01-03,Google,36
2025-01-03,LinkedIn,4
2025-01-03,Facebook,24
2025-01-03,Referral,24
2025-01-03,Email,11
2025-01-03,Direct,17
2025-01-03,Partner,24
2025-01-04,Organic,52
2025-01-04,Google,30
2025-01-04,LinkedIn,4
2025-01-04,Facebook,26
2025-01-04,Referral,34
2025-01-04,Email,22
2025-01-04,Direct,2
2025-01-04,Partner,42
2025-01-05,Organic,41
2025-01-05,Google,40
2025-01-05,LinkedIn,14
2025-01-05,Facebook,13
2025-01-05,Referral,21
2025-01-05,Email,19
2025-01-05,Direct,3
2025-01-05,Partner,11
2025-01-06,Organic,51
2025-01-06,Google,30
2025-01-06,LinkedIn,25
2025-01-06,Facebook,18
2025-01-06,Referral,32
2025-01-06,Email,17
2025-01-06,Direct,21
2025-01-06,Partner,14
2025-01-07,Organic,50
2025-01-07,Google,35
2025-01-07,LinkedIn,22
2025-01-07,Facebook,18
2025-01-07,Referral,4
2025-01-07,Email,3
2025-01-07,Direct,2
2025-01-07,Partner,5
2025-01-08,Organic,46
2025-01-08,Google,37
2025-01-08,LinkedIn,29
2025-01-08,Facebook,18
2025-01-08,Referral,15
2025-01-08,Email,10
2025-01-08,Direct,10
2025-01-08,Partner,7
2025-01-09,Organic,62
2025-01-09,Google,40
2025-01-09,LinkedIn,10
2025-01-09,Facebook,19
2025-01-09,Referral,24
2025-01-09,Email,3
2025-01-09,Direct,20
2025-01-09,Partner,5
2025-01-10,Organic,43
2025-01-10,Google,38
2025-01-10,LinkedIn,21
2025-01-10,Facebook,34
2025-01-10,Referral,23
2025-01-10,Email,12
2025-01-10,Direct,2
2025-01-10,Partner,15
2025-01-11,Organic,56
2025-01-11,Google,25
2025-01-11,LinkedIn,4
2025-01-11,Facebook,8
2025-01-11,Referral,41
2025-01-11,Email,14
2025-01-11,Direct,2
2025-01-11,Partner,21
2025-01-12,Organic,35
2025-01-12,Google,34
2025-01-12,LinkedIn,15
2025-01-12,Facebook,16
2025-01-12,Referral,22
2025-01-12,Email,14
2025-01-12,Direct,21
2025-01-12,Partner,21
2025-01-13,Organic,40
2025-01-13,Google,34
2025-01-13,LinkedIn,12
2025-01-13,Facebook,17
2025-01-13,Referral,13
2025-01-13,Email,3
2025-01-13,Direct,13
2025-01-13,Partner,5
2025-01-14,Organic,45
2025-01-14,Google,45
2025-01-14,LinkedIn,16
2025-01-14,Facebook,22
2025-01-14,Referral,29
2025-01-14,Email,13
2025-01-14,Direct,3
2025-01-14,Partner,5
2025-01-15,Organic,42
2025-01-15,Google,32
2025-01-15,LinkedIn,42
2025-01-15,Facebook,26
2025-01-15,Referral,12
2025-01-15,Email,27
2025-01-15,Direct,22
2025-01-15,Partner,17
2025-01-16,Organic,65
2025-01-16,Google,31
2025-01-16,LinkedIn,4
2025-01-16,Facebook,18
2025-01-16,Referral,32
2025-01-16,Email,6
2025-01-16,Direct,16
2025-01-16,Partner,17
2025-01-17,Organic,49
2025-01-17,Google,53
2025-01-17,LinkedIn,30
2025-01-17,Facebook,18
2025-01-17,Referral,34
2025-01-17,Email,11
2025-01-17,Direct,7
2025-01-17,Partner,36
2025-01-18,Organic,49
2025-01-18,Google,36
2025-01-18,LinkedIn,16
2025-01-18,Facebook,25
2025-01-18,Referral,28
2025-01-18,Email,3
2025-01-18,Direct,2
2025-01-18,Partner,6
2025-01-19,Organic,59
2025-01-19,Google,23
2025-01-19,LinkedIn,11
2025-01-19,Facebook,24
2025-01-19,Referral,10
2025-01-19,Email,15
2025-01-19,Direct,6
2025-01-19,Partner,5
2025-01-20,Organic,70
2025-01-20,Google,40
2025-01-20,LinkedIn,14
2025-01-20,Facebook,19
2025-01-20,Referral,16
2025-01-20,Email,25
2025-01-20,Direct,5
2025-01-20,Partner,12
2025-01-21,Organic,69
2025-01-21,Google,36
2025-01-21,LinkedIn,46
2025-01-21,Facebook,21
2025-01-21,Referral,19
2025-01-21,Email,5
2025-01-21,Direct,9
2025-01-21,Partner,10
2025-01-22,Organic,64
2025-01-22,Google,46
2025-01-22,LinkedIn,4
2025-01-22,Facebook,15
2025-01-22,Referral,5
2025-01-22,Email,14
2025-01-22,Direct,11
2025-01-22,Partner,8
2025-01-23,Organic,58
2025-01-23,Google,31
2025-01-23,LinkedIn,12
2025-01-23,Facebook,29
2025-01-23,Referral,10
2025-01-23,Email,3
2025-01-23,Direct,13
2025-01-23,Partner,12
2025-01-24,Organic,60
2025-01-24,Google,32
2025-01-24,LinkedIn,7
2025-01-24,Facebook,15
2025-01-24,Referral,18
2025-01-24,Email,16
2025-01-24,Direct,32
2025-01-24,Partner,5
2025-01-25,Organic,56
2025-01-25,Google,29
2025-01-25,LinkedIn,42
2025-01-25,Facebook,14
2025-01-25,Referral,50
2025-01-25,Email,24
2025-01-25,Direct,14
2025-01-25,Partner,17
2025-01-26,Organic,55
2025-01-26,Google,28
2025-01-26,LinkedIn,41
2025-01-26,Facebook,29
2025-01-26,Referral,36
2025-01-26,Email,4
2025-01-26,Direct,9
2025-01-26,Partner,18
2025-01-27,Organic,50
2025-01-27,Google,29
2025-01-27,LinkedIn,13
2025-01-27,Facebook,19
2025-01-27,Referral,8
2025-01-27,Email,3
2025-01-27,Direct,7
2025-01-27,Partner,5
2025-01-28,Organic,57
2025-01-28,Google,35
2025-01-28,LinkedIn,40
2025-01-28,Facebook,23
2025-01-28,Referral,33
2025-01-28,Email,8
2025-01-28,Direct,13
2025-01-28,Partner,34
2025-01-29,Organic,50
2025-01-29,Google,43
2025-01-29,LinkedIn,27
2025-01-29,Facebook,16
2025-01-29,Referral,13
2025-01-29,Email,9
2025-01-29,Direct,14
2025-01-29,Partner,36
2025-01-30,Organic,57
2025-01-30,Google,30
2025-01-30,LinkedIn,4
2025-01-30,Facebook,27
2025-01-30,Referral,16
2025-01-30,Email,13
2025-01-30,Direct,22
