date,channel,paid_customers,mrr
2024-08-12,Referral,6,1800
2024-08-12,Email,1,240
2024-08-12,Direct,2,500
2024-08-12,Partner,7,2800
2024-08-13,Organic,7,1540
2024-08-13,Google,2,440
2024-08-13,LinkedIn,2,700
2024-08-13,Facebook,1,180
2024-08-13,Referral,5,1500
2024-08-13,Email,2,480
2024-08-13,Direct,0,0
2024-08-13,Partner,7,2800
2024-08-14,Organic,5,1100
2024-08-14,Google,5,1100
2024-08-14,LinkedIn,1,350
2024-08-14,Facebook,0,0
2024-08-14,Referral,0,0
2024-08-14,Email,0,0
2024-08-14,Direct,0,0
2024-08-14,Partner,1,400
2024-08-15,Organic,6,1320
2024-08-15,Google,4,880
2024-08-15,LinkedIn,1,350
2024-08-15,Facebook,1,180
2024-08-15,Referral,0,0
2024-08-15,Email,0,0
2024-08-15,Direct,2,500
2024-08-15,Partner,1,400
2024-08-16,Organic,8,1760
2024-08-16,Google,4,880
2024-08-16,LinkedIn,3,1050
2024-08-16,Facebook,1,180
2024-08-16,Referral,1,300
2024-08-16,Email,1,240
2024-08-16,Direct,1,250
2024-08-16,Partner,4,1600
2024-08-17,Organic,5,1100
2024-08-17,Google,4,880
2024-08-17,LinkedIn,7,2450
2024-08-17,Facebook,1,180
2024-08-17,Referral,9,2700
2024-08-17,Email,1,240
2024-08-17,Direct,0,0
2024-08-17,Partner,5,2000
2024-08-18,Organic,5,1100
2024-08-18,Google,4,880
2024-08-18,LinkedIn,5,1750
2024-08-18,Facebook,0,0
2024-08-18,Referral,1,300
2024-08-18,Email,4,960
2024-08-18,Direct,1,250
2024-08-18,Partner,1,400
2024-08-19,Organic,6,1320
2024-08-19,Google,4,880
2024-08-19,LinkedIn,6,2100
2024-08-19,Facebook,1,180
2024-08-19,Referral,7,2100
2024-08-19,Email,0,0
2024-08-19,Direct,0,0
2024-08-19,Partner,6,2400
2024-08-20,Organic,7,1540
2024-08-20,Google,4,880
2024-08-20,LinkedIn,4,1400
2024-08-20,Facebook,1,180
2024-08-20,Referral,4,1200
2024-08-20,Email,0,0
2024-08-20,Direct,1,250
2024-08-20,Partner,8,3200
2024-08-21,Organic,6,1320
2024-08-21,Google,3,660
2024-08-21,LinkedIn,5,1750
2024-08-21,Facebook,1,180
2024-08-21,Referral,3,900
2024-08-21,Email,2,480
2024-08-21,Direct,1,250
2024-08-21,Partner,2,800
2024-08-22,Organic,6,1320
2024-08-22,Google,4,880
2024-08-22,LinkedIn,4,1400
2024-08-22,Facebook,1,180
2024-08-22,Referral,0,0
2024-08-22,Email,0,0
2024-08-22,Direct,1,250
2024-08-22,Partner,4,1600
2024-08-23,Organic,7,1540
2024-08-23,Google,4,880
2024-08-23,LinkedIn,2,700
2024-08-23,Facebook,0,0
2024-08-23,Referral,4,1200
2024-08-23,Email,1,240
2024-08-23,Direct,0,0
2024-08-23,Partner,9,3600
2024-08-24,Organic,5,1100
2024-08-24,Google,3,660
2024-08-24,LinkedIn,0,0
2024-08-24,Facebook,1,180
2024-08-24,Referral,3,900
2024-08-24,Email,0,0
2024-08-24,Direct,1,250
2024-08-24,Partner,2,800
2024-08-25,Organic,5,1100
2024-08-25,Google,4,880
2024-08-25,LinkedIn,6,2100
2024-08-25,Facebook,0,0
2024-08-25,Referral,0,0
2024-08-25,Email,0,0
2024-08-25,Direct,2,500
2024-08-25,Partner,1,400
2024-08-26,Organic,7,1540
2024-08-26,Google,3,660
2024-08-26,LinkedIn,0,0
2024-08-26,Facebook,1,180
2024-08-26,Referral,0,0
2024-08-26,Email,0,0
2024-08-26,Direct,0,0
2024-08-26,Partner,1,400
2024-08-27,Organic,3,660
2024-08-27,Google,2,440
2024-08-27,LinkedIn,0,0
2024-08-27,Facebook,1,180
2024-08-27,Referral,5,1500
2024-08-27,Email,1,240
2024-08-27,Direct,0,0
2024-08-27,Partner,1,400
2024-08-28,Organic,9,1980
2024-08-28,Google,5,1100
2024-08-28,LinkedIn,9,3150
2024-08-28,Facebook,0,0
2024-08-28,Referral,1,300
2024-08-28,Email,0,0
2024-08-28,Direct,1,250
2024-08-28,Partner,3,1200
2024-08-29,Organic,5,1100
2024-08-29,Google,3,660
2024-08-29,LinkedIn,2,700
2024-08-29,Facebook,1,180
2024-08-29,Referral,7,2100
2024-08-29,Email,0,0
2024-08-29,Direct,0,0
2024-08-29,Partner,4,1600
2024-08-30,Organic,6,1320
2024-08-30,Google,2,440
2024-08-30,LinkedIn,1,350
2024-08-30,Facebook,1,180
2024-08-30,Referral,1,300
2024-08-30,Email,1,240
2024-08-30,Direct,0,0
2024-08-30,Partner,1,400
2024-08-31,Organic,7,1540
2024-08-31,Google,3,660
2024-08-31,LinkedIn,1,350
2024-08-31,Facebook,0,0
2024-08-31,Referral,0,0
2024-08-31,Email,0,0
2024-08-31,Direct,0,0
2024-08-31,Partner,1,400
2024-09-01,Organic,5,1100
2024-09-01,Google,4,880
2024-09-01,LinkedIn,6,2100
2024-09-01,Facebook,0,0
2024-09-01,Referral,6,1800
2024-09-01,Email,2,480
2024-09-01,Direct,1,250
2024-09-01,Partner,1,400
2024-09-02,Organic,8,1760
2024-09-02,Google,2,440
2024-09-02,LinkedIn,2,700
2024-09-02,Facebook,1,180
2024-09-02,Referral,3,900
2024-09-02,Email,0,0
2024-09-02,Direct,0,0
2024-09-02,Partner,6,2400
2024-09-03,Organic,7,1540
2024-09-03,Google,3,660
2024-09-03,LinkedIn,0,0
2024-09-03,Facebook,0,0
2024-09-03,Referral,2,600
2024-09-03,Email,0,0
2024-09-03,Direct,0,0
2024-09-03,Partner,1,400
2024-09-04,Organic,6,1320
2024-09-04,Google,4,880
2024-09-04,LinkedIn,0,0
2024-09-04,Facebook,1,180
2024-09-04,Referral,3,900
2024-09-04,Email,0,0
2024-09-04,Direct,1,250
2024-09-04,Partner,2,800
2024-09-05,Organic,8,1760
2024-09-05,Google,5,1100
2024-09-05,LinkedIn,0,0
2024-09-05,Facebook,1,180
2024-09-05,Referral,3,900
2024-09-05,Email,2,480
2024-09-05,Direct,1,250
2024-09-05,Partner,1,400
2024-09-06,Organic,3,660
2024-09-06,Google,3,660
2024-09-06,LinkedIn,5,1750
2024-09-06,Facebook,1,180
2024-09-06,Referral,2,600
2024-09-06,Email,0,0
2024-09-06,Direct,0,0
2024-09-06,Partner,1,400
2024-09-07,Organic,8,1760
2024-09-07,Google,3,660
2024-09-07,LinkedIn,4,1400
2024-09-07,Facebook,1,180
2024-09-07,Referral,2,600
2024-09-07,Email,0,0
2024-09-07,Direct,0,0
2024-09-07,Partner,2,800
2024-09-08,Organic,7,1540
2024-09-08,Google,4,880
2024-09-08,LinkedIn,0,0
2024-09-08,Facebook,0,0
2024-09-08,Referral,4,1200
2024-09-08,Email,2,480
2024-09-08,Direct,0,0
2024-09-08,Partner,1,400
2024-09-09,Organic,5,1100
2024-09-09,Google,4,880
2024-09-09,LinkedIn,4,1400
2024-09-09,Facebook,1,180
2024-09-09,Referral,5,1500
2024-09-09,Email,2,480
2024-09-09,Direct,1,250
2024-09-09,Partner,4,1600
2024-09-10,Organic,7,1540
2024-09-10,Google,2,440
2024-09-10,LinkedIn,0,0
2024-09-10,Facebook,1,180
2024-09-10,Referral,4,1200
2024-09-10,Email,2,480
2024-09-10,Direct,1,250
2024-09-10,Partner,6,2400
2024-09-11,Organic,6,1320
2024-09-11,Google,4,880
2024-09-11,LinkedIn,9,3150
2024-09-11,Facebook,1,180
2024-09-11,Referral,4,1200
2024-09-11,Email,0,0
2024-09-11,Direct,2,500
2024-09-11,Partner,2,800
2024-09-12,Organic,7,1540
2024-09-12,Google,4,880
2024-09-12,LinkedIn,0,0
2024-09-12,Facebook,1,180
2024-09-12,Referral,1,300
2024-09-12,Email,1,240
2024-09-12,Direct,0,0
2024-09-12,Partner,6,2400
2024-09-13,Organic,6,1320
2024-09-13,Google,4,880
2024-09-13,LinkedIn,4,1400
2024-09-13,Facebook,1,180
2024-09-13,Referral,2,600
2024-09-13,Email,1,240
2024-09-13,Direct,1,250
2024-09-13,Partner,1,400
2024-09-14,Organic,6,1320
2024-09-14,Google,2,440
2024-09-14,LinkedIn,5,1750
2024-09-14,Facebook,0,0
2024-09-14,Referral,2,600
2024-09-14,Email,3,720
2024-09-14,Direct,1,250
2024-09-14,Partner,1,400
2024-09-15,Organic,7,1540
2024-09-15,Google,4,880
2024-09-15,LinkedIn,0,0
2024-09-15,Facebook,0,0
2024-09-15,Referral,2,600
2024-09-15,Email,1,240
2024-09-15,Direct,1,250
2024-09-15,Partner,6,2400
2024-09-16,Organic,7,1540
2024-09-16,Google,3,660
2024-09-16,LinkedIn,3,1050
2024-09-16,Facebook,0,0
2024-09-16,Referral,1,300
2024-09-16,Email,1,240
2024-09-16,Direct,2,500
2024-09-16,Partner,3,1200
2024-09-17,Organic,6,1320
2024-09-17,Google,4,880
2024-09-17,LinkedIn,4,1400
2024-09-17,Facebook,1,180
2024-09-17,Referral,0,0
2024-09-17,Email,2,480
2024-09-17,Direct,1,250
2024-09-17,Partner,4,1600
2024-09-18,Organic,6,1320
2024-09-18,Google,4,880
2024-09-18,LinkedIn,2,700
2024-09-18,Facebook,0,0
2024-09-18,Referral,2,600
2024-09-18,Email,1,240
2024-09-18,Direct,2,500
2024-09-18,Partner,6,2400
2024-09-19,Organic,6,1320
2024-09-19,Google,3,660
2024-09-19,LinkedIn,5,1750
2024-09-19,Facebook,0,0
2024-09-19,Referral,6,1800
2024-09-19,Email,1,240
2024-09-19,Direct,0,0
2024-09-19,Partner,1,400
2024-09-20,Organic,6,1320
2024-09-20,Google,4,880
2024-09-20,LinkedIn,0,0
2024-09-20,Facebook,1,180
2024-09-20,Referral,0,0
2024-09-20,Email,0,0
2024-09-20,Direct,0,0
2024-09-20,Partner,1,400
2024-09-21,Organic,6,1320
2024-09-21,Google,2,440
2024-09-21,LinkedIn,2,700
2024-09-21,Facebook,1,180
2024-09-21,Referral,4,1200
2024-09-21,Email,4,960
2024-09-21,Direct,0,0
2024-09-21,Partner,2,800
2024-09-22,Organic,8,1760
2024-09-22,Google,4,880
2024-09-22,LinkedIn,5,1750
2024-09-22,Facebook,1,180
2024-09-22,Referral,4,1200
2024-09-22,Email,2,480
2024-09-22,Direct,0,0
2024-09-22,Partner,1,400
2024-09-23,Organic,6,1320
2024-09-23,Google,3,660
2024-09-23,LinkedIn,7,2450
2024-09-23,Facebook,1,180
2024-09-23,Referral,2,600
2024-09-23,Email,2,480
2024-09-23,Direct,1,250
2024-09-23,Partner,1,400
2024-09-24,Organic,4,880
2024-09-24,Google,4,880
2024-09-24,LinkedIn,6,2100
2024-09-24,Facebook,0,0
2024-09-24,Referral,3,900
2024-09-24,Email,1,240
2024-09-24,Direct,0,0
2024-09-24,Partner,2,800
2024-09-25,Organic,8,1760
2024-09-25,Google,3,660
2024-09-25,LinkedIn,2,700
2024-09-25,Facebook,1,180
2024-09-25,Referral,2,600
2024-09-25,Email,0,0
2024-09-25,Direct,0,0
2024-09-25,Partner,1,400
2024-09-26,Organic,6,1320
2024-09-26,Google,3,660
2024-09-26,LinkedIn,5,1750
2024-09-26,Facebook,1,180
2024-09-26,Referral,3,900
2024-09-26,Email,0,0
2024-09-26,Direct,1,250
2024-09-26,Partner,1,400
2024-09-27,Organic,8,1760
2024-09-27,Google,2,440
2024-09-27,LinkedIn,1,350
2024-09-27,Facebook,0,0
2024-09-27,Referral,6,1800
2024-09-27,Email,2,480
2024-09-27,Direct,1,250
2024-09-27,Partner,1,400
2024-09-28,Organic,7,1540
2024-09-28,Google,4,880
2024-09-28,LinkedIn,3,1050
2024-09-28,Facebook,1,180
2024-09-28,Referral,6,1800
2024-09-28,Email,1,240
2024-09-28,Direct,2,500
2024-09-28,Partner,1,400
2024-09-29,Organic,5,1100
2024-09-29,Google,4,880
2024-09-29,LinkedIn,4,1400
2024-09-29,Facebook,1,180
2024-09-29,Referral,0,0
2024-09-29,Email,2,480
2024-09-29,Direct,1,250
2024-09-29,Partner,1,400
2024-09-30,Organic,8,1760
2024-09-30,Google,4,880
2024-09-30,LinkedIn,7,2450
2024-09-30,Facebook,1,180
2024-09-30,Referral,0,0
2024-09-30,Email,3,720
2024-09-30,Direct,0,0
2024-09-30,Partner,1,400
2024-10-01,Organic,5,1100
2024-10-01,Google,3,660
2024-10-01,LinkedIn,0,0
2024-10-01,Facebook,1,180
2024-10-01,Referral,4,1200
2024-10-01,Email,1,240
2024-10-01,Direct,1,250
2024-10-01,Partner,1,400
2024-10-02,Organic,7,1540
2024-10-02,Google,2,440
2024-10-02,LinkedIn,3,1050
2024-10-02,Facebook,0,0
2024-10-02,Referral,3,900
2024-10-02,Email,2,480
2024-10-02,Direct,1,250
2024-10-02,Partner,2,800
2024-10-03,Organic,5,1100
2024-10-03,Google,4,880
2024-10-03,LinkedIn,4,1400
2024-10-03,Facebook,0,0
2024-10-03,Referral,1,300
2024-10-03,Email,0,0
2024-10-03,Direct,1,250
2024-10-03,Partner,2,800
2024-10-04,Organic,6,1320
2024-10-04,Google,4,880
2024-10-04,LinkedIn,3,1050
2024-10-04,Facebook,1,180
2024-10-04,Referral,5,1500
2024-10-04,Email,0,0
2024-10-04,Direct,2,500
2024-10-04,Partner,1,400
2024-10-05,Organic,6,1320
2024-10-05,Google,3,660
2024-10-05,LinkedIn,0,0
2024-10-05,Facebook,1,180
2024-10-05,Referral,7,2100
2024-10-05,Email,1,240
2024-10-05,Direct,1,250
2024-10-05,Partner,1,400
2024-10-06,Organic,5,1100
2024-10-06,Google,2,440
2024-10-06,LinkedIn,4,1400
2024-10-06,Facebook,1,180
2024-10-06,Referral,4,1200
2024-10-06,Email,3,720
2024-10-06,Direct,0,0
2024-10-06,Partner,1,400
2024-10-07,Organic,7,1540
2024-10-07,Google,3,660
2024-10-07,LinkedIn,3,1050
2024-10-07,Facebook,1,180
2024-10-07,Referral,5,1500
2024-10-07,Email,2,480
2024-10-07,Direct,1,250
2024-10-07,Partner,2,800
2024-10-08,Organic,7,1540
2024-10-08,Google,3,660
2024-10-08,LinkedIn,2,700
2024-10-08,Facebook,1,180
2024-10-08,Referral,6,1800
2024-10-08,Email,2,480
2024-10-08,Direct,0,0
2024-10-08,Partner,1,400
2024-10-09,Organic,5,1100
2024-10-09,Google,3,660
2024-10-09,LinkedIn,3,1050
2024-10-09,Facebook,1,180
2024-10-09,Referral,0,0
2024-10-09,Email,2,480
2024-10-09,Direct,2,500
2024-10-09,Partner,8,3200
2024-10-10,Organic,4,880
2024-10-10,Google,5,1100
2024-10-10,LinkedIn,2,700
2024-10-10,Facebook,1,180
2024-10-10,Referral,1,300
2024-10-10,Email,0,0
2024-10-10,Direct,1,250
2024-10-10,Partner,4,1600
2024-10-11,Organic,5,1100
2024-10-11,Google,2,440
2024-10-11,LinkedIn,9,3150
2024-10-11,Facebook,1,180
2024-10-11,Referral,2,600
2024-10-11,Email,2,480
2024-10-11,Direct,1,250
2024-10-11,Partner,1,400
2024-10-12,Organic,8,1760
2024-10-12,Google,3,660
2024-10-12,LinkedIn,7,2450
2024-10-12,Facebook,1,180
2024-10-12,Referral,1,300
2024-10-12,Email,3,720
2024-10-12,Direct,0,0
2024-10-12,Partner,2,800
2024-10-13,Organic,8,1760
2024-10-13,Google,4,880
2024-10-13,LinkedIn,2,700
2024-10-13,Facebook,1,180
2024-10-13,Referral,0,0
2024-10-13,Email,0,0
2024-10-13,Direct,1,250
2024-10-13,Partner,1,400
2024-10-14,Organic,5,1100
2024-10-14,Google,4,880
2024-10-14,LinkedIn,3,1050
2024-10-14,Facebook,1,180
2024-10-14,Referral,7,2100
2024-10-14,Email,2,480
2024-10-14,Direct,1,250
2024-10-14,Partner,2,800
2024-10-15,Organic,5,1100
2024-10-15,Google,3,660
2024-10-15,LinkedIn,2,700
2024-10-15,Facebook,2,360
2024-10-15,Referral,5,1500
2024-10-15,Email,0,0
2024-10-15,Direct,0,0
2024-10-15,Partner,1,400
2024-10-16,Organic,9,1980
2024-10-16,Google,3,660
2024-10-16,LinkedIn,0,0
2024-10-16,Facebook,1,180
2024-10-16,Referral,4,1200
2024-10-16,Email,1,240
2024-10-16,Direct,0,0
2024-10-16,Partner,2,800
2024-10-17,Organic,3,660
2024-10-17,Google,4,880
2024-10-17,LinkedIn,6,2100
2024-10-17,Facebook,1,180
2024-10-17,Referral,5,1500
2024-10-17,Email,0,0
2024-10-17,Direct,0,0
2024-10-17,Partner,7,2800
2024-10-18,Organic,7,1540
2024-10-18,Google,5,1100
2024-10-18,LinkedIn,3,1050
2024-10-18,Facebook,1,180
2024-10-18,Referral,3,900
2024-10-18,Email,0,0
2024-10-18,Direct,0,0
2024-10-18,Partner,1,400
2024-10-19,Organic,7,1540
2024-10-19,Google,3,660
2024-10-19,LinkedIn,7,2450
2024-10-19,Facebook,1,180
2024-10-19,Referral,1,300
2024-10-19,Email,0,0
2024-10-19,Direct,1,250
2024-10-19,Partner,5,2000
2024-10-20,Organic,5,1100
2024-10-20,Google,4,880
2024-10-20,LinkedIn,4,1400
2024-10-20,Facebook,1,180
2024-10-20,Referral,6,1800
2024-10-20,Email,1,240
2024-10-20,Direct,2,500
2024-10-20,Partner,5,2000
2024-10-21,Organic,5,1100
2024-10-21,Google,3,660
2024-10-21,LinkedIn,4,1400
2024-10-21,Facebook,1,180
2024-10-21,Referral,5,1500
2024-10-21,Email,2,480
2024-10-21,Direct,1,250
2024-10-21,Partner,2,800
2024-10-22,Organic,7,1540
2024-10-22,Google,3,660
2024-10-22,LinkedIn,0,0
2024-10-22,Facebook,0,0
2024-10-22,Referral,6,1800
2024-10-22,Email,1,240
2024-10-22,Direct,0,0
2024-10-22,Partner,1,400
2024-10-23,Organic,6,1320
2024-10-23,Google,0,0
2024-10-23,LinkedIn,8,2800
2024-10-23,Facebook,1,180
2024-10-23,Referral,3,900
2024-10-23,Email,0,0
2024-10-23,Direct,2,500
2024-10-23,Partner,6,2400
2024-10-24,Organic,7,1540
2024-10-24,Google,2,440
2024-10-24,LinkedIn,3,1050
2024-10-24,Facebook,0,0
2024-10-24,Referral,4,1200
2024-10-24,Email,0,0
2024-10-24,Direct,1,250
2024-10-24,Partner,1,400
2024-10-25,Organic,6,1320
2024-10-25,Google,2,440
2024-10-25,LinkedIn,2,700
2024-10-25,Facebook,1,180
2024-10-25,Referral,3,900
2024-10-25,Email,0,0
2024-10-25,Direct,1,250
2024-10-25,Partner,4,1600
2024-10-26,Organic,8,1760
2024-10-26,Google,3,660
2024-10-26,LinkedIn,5,1750
2024-10-26,Facebook,0,0
2024-10-26,Referral,6,1800
2024-10-26,Email,0,0
2024-10-26,Direct,2,500
2024-10-26,Partner,3,1200
2024-10-27,Organic,5,1100
2024-10-27,Google,4,880
2024-10-27,LinkedIn,5,1750
2024-10-27,Facebook,1,180
2024-10-27,Referral,3,900
2024-10-27,Email,0,0
2024-10-27,Direct,1,250
2024-10-27,Partner,6,2400
2024-10-28,Organic,7,1540
2024-10-28,Google,2,440
2024-10-28,LinkedIn,7,2450
2024-10-28,Facebook,0,0
2024-10-28,Referral,4,1200
2024-10-28,Email,1,240
2024-10-28,Direct,1,250
2024-10-28,Partner,6,2400
2024-10-29,Organic,6,1320
2024-10-29,Google,3,660
2024-10-29,LinkedIn,1,350
2024-10-29,Facebook,2,360
2024-10-29,Referral,4,1200
2024-10-29,Email,2,480
2024-10-29,Direct,0,0
2024-10-29,Partner,1,400
2024-10-30,Organic,5,1100
2024-10-30,Google,3,660
2024-10-30,LinkedIn,2,700
2024-10-30,Facebook,0,0
2024-10-30,Referral,6,1800
2024-10-30,Email,3,720
2024-10-30,Direct,0,0
2024-10-30,Partner,4,1600
2024-10-31,Organic,3,660
2024-10-31,Google,3,660
2024-10-31,LinkedIn,5,1750
2024-10-31,Facebook,1,180
2024-10-31,Referral,4,1200
2024-10-31,Email,0,0
2024-10-31,Direct,2,500
2024-10-31,Partner,2,800
2024-11-01,Organic,6,1320
2024-11-01,Google,5,1100
2024-11-01,LinkedIn,3,1050
2024-11-01,Facebook,1,180
2024-11-01,Referral,4,1200
2024-11-01,Email,1,240
2024-11-01,Direct,1,250
2024-11-01,Partner,4,1600
2024-11-02,Organic,5,1100
2024-11-02,Google,4,880
2024-11-02,LinkedIn,3,1050
2024-11-02,Facebook,1,180
2024-11-02,Referral,0,0
2024-11-02,Email,0,0
2024-11-02,Direct,1,250
2024-11-02,Partner,8,3200
2024-11-03,Organic,6,1320
2024-11-03,Google,2,440
2024-11-03,LinkedIn,7,2450
2024-11-03,Facebook,1,180
2024-11-03,Referral,2,600
2024-11-03,Email,2,480
2024-11-03,Direct,0,0
2024-11-03,Partner,1,400
2024-11-04,Organic,6,1320
2024-11-04,Google,3,660
2024-11-04,LinkedIn,4,1400
2024-11-04,Facebook,0,0
2024-11-04,Referral,6,1800
2024-11-04,Email,1,240
2024-11-04,Direct,1,250
2024-11-04,Partner,1,400
2024-11-05,Organic,8,1760
2024-11-05,Google,2,440
2024-11-05,LinkedIn,3,1050
2024-11-05,Facebook,1,180
2024-11-05,Referral,8,2400
2024-11-05,Email,2,480
2024-11-05,Direct,1,250
2024-11-05,Partner,2,800
2024-11-06,Organic,8,1760
2024-11-06,Google,2,440
2024-11-06,LinkedIn,3,1050
2024-11-06,Facebook,1,180
2024-11-06,Referral,3,900
2024-11-06,Email,1,240
2024-11-06,Direct,1,250
2024-11-06,Partner,6,2400
2024-11-07,Organic,6,1320
2024-11-07,Google,5,1100
2024-11-07,LinkedIn,4,1400
2024-11-07,Facebook,1,180
2024-11-07,Referral,6,1800
2024-11-07,Email,0,0
2024-11-07,Direct,0,0
2024-11-07,Partner,2,800
2024-11-08,Organic,7,1540
2024-11-08,Google,3,660
2024-11-08,LinkedIn,7,2450
2024-11-08,Facebook,1,180
2024-11-08,Referral,2,600
2024-11-08,Email,0,0
2024-11-08,Direct,2,500
2024-11-08,Partner,1,400
2024-11-09,Organic,7,1540
2024-11-09,Google,4,880
2024-11-09,LinkedIn,5,1750
2024-11-09,Facebook,1,180
2024-11-09,Referral,2,600
2024-11-09,Email,0,0
2024-11-09,Direct,1,250
2024-11-09,Partner,3,1200
2024-11-10,Organic,7,1540
2024-11-10,Google,5,1100
2024-11-10,LinkedIn,2,700
2024-11-10,Facebook,0,0
2024-11-10,Referral,4,1200
2024-11-10,Email,2,480
2024-11-10,Direct,0,0
2024-11-10,Partner,1,400
2024-11-11,Organic,6,1320
2024-11-11,Google,3,660
2024-11-11,LinkedIn,2,700
2024-11-11,Facebook,1,180
2024-11-11,Referral,2,600
2024-11-11,Email,2,480
2024-11-11,Direct,1,250
2024-11-11,Partner,3,1200
2024-11-12,Organic,5,1100
2024-11-12,Google,4,880
2024-11-12,LinkedIn,4,1400
2024-11-12,Facebook,1,180
2024-11-12,Referral,3,900
2024-11-12,Email,4,960
2024-11-12,Direct,1,250
2024-11-12,Partner,1,400
2024-11-13,Organic,6,1320
2024-11-13,Google,3,660
2024-11-13,LinkedIn,6,2100
2024-11-13,Facebook,0,0
2024-11-13,Referral,2,600
2024-11-13,Email,4,960
2024-11-13,Direct,1,250
2024-11-13,Partner,5,2000
2024-11-14,Organic,4,880
2024-11-14,Google,4,880
2024-11-14,LinkedIn,0,0
2024-11-14,Facebook,1,180
2024-11-14,Referral,1,300
2024-11-14,Email,0,0
2024-11-14,Direct,1,250
2024-11-14,Partner,1,400
2024-11-15,Organic,7,1540
2024-11-15,Google,2,440
2024-11-15,LinkedIn,4,1400
2024-11-15,Facebook,1,180
2024-11-15,Referral,3,900
2024-11-15,Email,0,0
2024-11-15,Direct,0,0
2024-11-15,Partner,2,800
2024-11-16,Organic,4,880
2024-11-16,Google,4,880
2024-11-16,LinkedIn,4,1400
2024-11-16,Facebook,1,180
2024-11-16,Referral,3,900
2024-11-16,Email,0,0
2024-11-16,Direct,1,250
2024-11-16,Partner,1,400
2024-11-17,Organic,6,1320
2024-11-17,Google,4,880
2024-11-17,LinkedIn,4,1400
2024-11-17,Facebook,1,180
2024-11-17,Referral,3,900
2024-11-17,Email,1,240
2024-11-17,Direct,0,0
2024-11-17,Partner,1,400
2024-11-18,Organic,6,1320
2024-11-18,Google,2,440
2024-11-18,LinkedIn,1,350
2024-11-18,Facebook,0,0
2024-11-18,Referral,2,600
2024-11-18,Email,1,240
2024-11-18,Direct,0,0
2024-11-18,Partner,1,400
2024-11-19,Organic,5,1100
2024-11-19,Google,2,440
2024-11-19,LinkedIn,0,0
2024-11-19,Facebook,0,0
2024-11-19,Referral,9,2700
2024-11-19,Email,2,480
2024-11-19,Direct,2,500
2024-11-19,Partner,1,400
2024-11-20,Organic,7,1540
2024-11-20,Google,3,660
2024-11-20,LinkedIn,0,0
2024-11-20,Facebook,1,180
2024-11-20,Referral,1,300
2024-11-20,Email,3,720
2024-11-20,Direct,0,0
2024-11-20,Partner,1,400
2024-11-21,Organic,6,1320
2024-11-21,Google,2,440
2024-11-21,LinkedIn,5,1750
2024-11-21,Facebook,0,0
2024-11-21,Referral,3,900
2024-11-21,Email,0,0
2024-11-21,Direct,0,0
2024-11-21,Partner,3,1200
2024-11-22,Organic,7,1540
2024-11-22,Google,2,440
2024-11-22,LinkedIn,2,700
2024-11-22,Facebook,0,0
2024-11-22,Referral,4,1200
2024-11-22,Email,1,240
2024-11-22,Direct,0,0
2024-11-22,Partner,5,2000
2024-11-23,Organic,4,880
2024-11-23,Google,3,660
2024-11-23,LinkedIn,5,1750
2024-11-23,Facebook,0,0
2024-11-23,Referral,1,300
2024-11-23,Email,0,0
2024-11-23,Direct,0,0
2024-11-23,Partner,1,400
2024-11-24,Organic,4,880
2024-11-24,Google,3,660
2024-11-24,LinkedIn,7,2450
2024-11-24,Facebook,0,0
2024-11-24,Referral,0,0
2024-11-24,Email,0,0
2024-11-24,Direct,1,250
2024-11-24,Partner,1,400
2024-11-25,Organic,7,1540
2024-11-25,Google,5,1100
2024-11-25,LinkedIn,4,1400
2024-11-25,Facebook,2,360
2024-11-25,Referral,6,1800
2024-11-25,Email,1,240
2024-11-25,Direct,1,250
2024-11-25,Partner,7,2800
2024-11-26,Organic,7,1540
2024-11-26,Google,3,660
2024-11-26,LinkedIn,4,1400
2024-11-26,Facebook,1,180
2024-11-26,Referral,2,600
2024-11-26,Email,0,0
2024-11-26,Direct,0,0
2024-11-26,Partner,5,2000
2024-11-27,Organic,8,1760
2024-11-27,Google,2,440
2024-11-27,LinkedIn,7,2450
2024-11-27,Facebook,0,0
2024-11-27,Referral,6,1800
2024-11-27,Email,1,240
2024-11-27,Direct,0,0
2024-11-27,Partner,1,400
2024-11-28,Organic,5,1100
2024-11-28,Google,3,660
2024-11-28,LinkedIn,0,0
2024-11-28,Facebook,0,0
2024-11-28,Referral,0,0
2024-11-28,Email,3,720
2024-11-28,Direct,2,500
2024-11-28,Partner,6,2400
2024-11-29,Organic,5,1100
2024-11-29,Google,4,880
2024-11-29,LinkedIn,6,2100
2024-11-29,Facebook,1,180
2024-11-29,Referral,1,300
2024-11-29,Email,1,240
2024-11-29,Direct,1,250
2024-11-29,Partner,2,800
2024-11-30,Organic,5,1100
2024-11-30,Google,3,660
2024-11-30,LinkedIn,6,2100
2024-11-30,Facebook,1,180
2024-11-30,Referral,0,0
2024-11-30,Email,1,240
2024-11-30,Direct,1,250
2024-11-30,Partner,1,400
2024-12-01,Organic,6,1320
2024-12-01,Google,4,880
2024-12-01,LinkedIn,1,350
2024-12-01,Facebook,1,180
2024-12-01,Referral,5,1500
2024-12-01,Email,0,0
2024-12-01,Direct,0,0
2024-12-01,Partner,7,2800
2024-12-02,Organic,7,1540
2024-12-02,Google,4,880
2024-12-02,LinkedIn,6,2100
2024-12-02,Facebook,1,180
2024-12-02,Referral,3,900
2024-12-02,Email,0,0
2024-12-02,Direct,1,250
