date,channel,profile_completed
2024-09-20,Email,3
2024-09-20,Direct,0
2024-09-20,Partner,3
2024-09-21,Organic,34
2024-09-21,Google,16
2024-09-21,LinkedIn,9
2024-09-21,Facebook,10
2024-09-21,Referral,16
2024-09-21,Email,22
2024-09-21,Direct,3
2024-09-21,Partner,5
2024-09-22,Organic,42
2024-09-22,Google,25
2024-09-22,LinkedIn,22
2024-09-22,Facebook,10
2024-09-22,Referral,16
2024-09-22,Email,12
2024-09-22,Direct,3
2024-09-22,Partner,3
2024-09-23,Organic,34
2024-09-23,Google,23
2024-09-23,LinkedIn,27
2024-09-23,Facebook,10
2024-09-23,Referral,8
2024-09-23,Email,9
2024-09-23,Direct,8
2024-09-23,Partner,3
2024-09-24,Organic,21
2024-09-24,Google,28
2024-09-24,LinkedIn,24
2024-09-24,Facebook,7
2024-09-24,Referral,11
2024-09-24,Email,5
2024-09-24,Direct,0
2024-09-24,Partner,9
2024-09-25,Organic,44
2024-09-25,Google,23
2024-09-25,LinkedIn,7
2024-09-25,Facebook,10
2024-09-25,Referral,8
2024-09-25,Email,1
2024-09-25,Direct,0
2024-09-25,Partner,3
2024-09-26,Organic,35
2024-09-26,Google,18
2024-09-26,LinkedIn,18
2024-09-26,Facebook,8
2024-09-26,Referral,12
2024-09-26,Email,1
2024-09-26,Direct,6
2024-09-26,Partner,3
2024-09-27,Organic,44
2024-09-27,Google,12
2024-09-27,LinkedIn,4
2024-09-27,Facebook,4
2024-09-27,Referral,21
2024-09-27,Email,12
2024-09-27,Direct,9
2024-09-27,Partner,3
2024-09-28,Organic,38
2024-09-28,Google,28
2024-09-28,LinkedIn,12
2024-09-28,Facebook,10
2024-09-28,Referral,21
2024-09-28,Email,8
2024-09-28,Direct,13
2024-09-28,Partner,3
2024-09-29,Organic,28
2024-09-29,Google,29
2024-09-29,LinkedIn,18
2024-09-29,Facebook,10
2024-09-29,Referral,2
2024-09-29,Email,11
2024-09-29,Direct,8
2024-09-29,Partner,3
2024-09-30,Organic,46
2024-09-30,Google,24
2024-09-30,LinkedIn,27
2024-09-30,Facebook,13
2024-09-30,Referral,2
2024-09-30,Email,15
2024-09-30,Direct,3
2024-09-30,Partner,3
2024-10-01,Organic,31
2024-10-01,Google,21
2024-10-01,LinkedIn,2
2024-10-01,Facebook,11
2024-10-01,Referral,17
2024-10-01,Email,7
2024-10-01,Direct,9
2024-10-01,Partner,4
2024-10-02,Organic,36
2024-10-02,Google,14
2024-10-02,LinkedIn,12
2024-10-02,Facebook,5
2024-10-02,Referral,12
2024-10-02,Email,10
2024-10-02,Direct,8
2024-10-02,Partner,5
2024-10-03,Organic,30
2024-10-03,Google,24
2024-10-03,LinkedIn,15
2024-10-03,Facebook,3
2024-10-03,Referral,7
2024-10-03,Email,1
2024-10-03,Direct,7
2024-10-03,Partner,7
2024-10-04,Organic,32
2024-10-04,Google,24
2024-10-04,LinkedIn,12
2024-10-04,Facebook,8
2024-10-04,Referral,19
2024-10-04,Email,1
2024-10-04,Direct,15
2024-10-04,Partner,3
2024-10-05,Organic,36
2024-10-05,Google,21
2024-10-05,LinkedIn,2
2024-10-05,Facebook,13
2024-10-05,Referral,26
2024-10-05,Email,6
2024-10-05,Direct,8
2024-10-05,Partner,3
2024-10-06,Organic,28
2024-10-06,Google,17
2024-10-06,LinkedIn,17
2024-10-06,Facebook,10
2024-10-06,Referral,17
2024-10-06,Email,15
2024-10-06,Direct,0
2024-10-06,Partner,3
2024-10-07,Organic,36
2024-10-07,Google,24
2024-10-07,LinkedIn,13
2024-10-07,Facebook,10
2024-10-07,Referral,20
2024-10-07,Email,10
2024-10-07,Direct,10
2024-10-07,Partner,9
2024-10-08,Organic,40
2024-10-08,Google,21
2024-10-08,LinkedIn,7
2024-10-08,Facebook,13
2024-10-08,Referral,21
2024-10-08,Email,12
2024-10-08,Direct,3
2024-10-08,Partner,3
2024-10-09,Organic,31
2024-10-09,Google,19
2024-10-09,LinkedIn,13
2024-10-09,Facebook,8
2024-10-09,Referral,2
2024-10-09,Email,11
2024-10-09,Direct,12
2024-10-09,Partner,24
2024-10-10,Organic,24
2024-10-10,Google,32
2024-10-10,LinkedIn,8
2024-10-10,Facebook,11
2024-10-10,Referral,5
2024-10-10,Email,1
2024-10-10,Direct,5
2024-10-10,Partner,13
2024-10-11,Organic,28
2024-10-11,Google,14
2024-10-11,LinkedIn,32
2024-10-11,Facebook,8
2024-10-11,Referral,8
2024-10-11,Email,11
2024-10-11,Direct,10
2024-10-11,Partner,3
2024-10-12,Organic,45
2024-10-12,Google,24
2024-10-12,LinkedIn,27
2024-10-12,Facebook,10
2024-10-12,Referral,5
2024-10-12,Email,16
2024-10-12,Direct,4
2024-10-12,Partner,9
2024-10-13,Organic,44
2024-10-13,Google,24
2024-10-13,LinkedIn,9
2024-10-13,Facebook,8
2024-10-13,Referral,2
2024-10-13,Email,3
2024-10-13,Direct,5
2024-10-13,Partner,4
2024-10-14,Organic,25
2024-10-14,Google,28
2024-10-14,LinkedIn,13
2024-10-14,Facebook,8
2024-10-14,Referral,26
2024-10-14,Email,10
2024-10-14,Direct,6
2024-10-14,Partner,5
2024-10-15,Organic,31
2024-10-15,Google,21
2024-10-15,LinkedIn,9
2024-10-15,Facebook,15
2024-10-15,Referral,18
2024-10-15,Email,3
2024-10-15,Direct,3
2024-10-15,Partner,4
2024-10-16,Organic,48
2024-10-16,Google,21
2024-10-16,LinkedIn,2
2024-10-16,Facebook,10
2024-10-16,Referral,17
2024-10-16,Email,6
2024-10-16,Direct,2
2024-10-16,Partner,8
2024-10-17,Organic,20
2024-10-17,Google,24
2024-10-17,LinkedIn,23
2024-10-17,Facebook,8
2024-10-17,Referral,19
2024-10-17,Email,1
2024-10-17,Direct,2
2024-10-17,Partner,20
2024-10-18,Organic,39
2024-10-18,Google,31
2024-10-18,LinkedIn,13
2024-10-18,Facebook,8
2024-10-18,Referral,11
2024-10-18,Email,2
2024-10-18,Direct,0
2024-10-18,Partner,3
2024-10-19,Organic,41
2024-10-19,Google,18
2024-10-19,LinkedIn,27
2024-10-19,Facebook,9
2024-10-19,Referral,7
2024-10-19,Email,3
2024-10-19,Direct,8
2024-10-19,Partner,15
2024-10-20,Organic,30
2024-10-20,Google,29
2024-10-20,LinkedIn,18
2024-10-20,Facebook,12
2024-10-20,Referral,22
2024-10-20,Email,8
2024-10-20,Direct,11
2024-10-20,Partner,14
2024-10-21,Organic,29
2024-10-21,Google,18
2024-10-21,LinkedIn,16
2024-10-21,Facebook,13
2024-10-21,Referral,19
2024-10-21,Email,10
2024-10-21,Direct,9
2024-10-21,Partner,9
2024-10-22,Organic,40
2024-10-22,Google,18
2024-10-22,LinkedIn,2
2024-10-22,Facebook,5
2024-10-22,Referral,23
2024-10-22,Email,6
2024-10-22,Direct,0
2024-10-22,Partner,3
2024-10-23,Organic,33
2024-10-23,Google,3
2024-10-23,LinkedIn,31
2024-10-23,Facebook,8
2024-10-23,Referral,10
2024-10-23,Email,4
2024-10-23,Direct,13
2024-10-23,Partner,17
2024-10-24,Organic,40
2024-10-24,Google,16
2024-10-24,LinkedIn,13
2024-10-24,Facebook,6
2024-10-24,Referral,15
2024-10-24,Email,1
2024-10-24,Direct,9
2024-10-24,Partner,3
2024-10-25,Organic,32
2024-10-25,Google,15
2024-10-25,LinkedIn,9
2024-10-25,Facebook,8
2024-10-25,Referral,12
2024-10-25,Email,4
2024-10-25,Direct,5
2024-10-25,Partner,13
2024-10-26,Organic,43
2024-10-26,Google,23
2024-10-26,LinkedIn,22
2024-10-26,Facebook,6
2024-10-26,Referral,22
2024-10-26,Email,1
2024-10-26,Direct,12
2024-10-26,Partner,9
2024-10-27,Organic,31
2024-10-27,Google,28
2024-10-27,LinkedIn,19
2024-10-27,Facebook,10
2024-10-27,Referral,12
2024-10-27,Email,1
2024-10-27,Direct,6
2024-10-27,Partner,19
2024-10-28,Organic,40
2024-10-28,Google,17
2024-10-28,LinkedIn,27
2024-10-28,Facebook,6
2024-10-28,Referral,17
2024-10-28,Email,7
2024-10-28,Direct,10
2024-10-28,Partner,17
2024-10-29,Organic,34
2024-10-29,Google,21
2024-10-29,LinkedIn,4
2024-10-29,Facebook,16
2024-10-29,Referral,14
2024-10-29,Email,12
2024-10-29,Direct,3
2024-10-29,Partner,4
2024-10-30,Organic,28
2024-10-30,Google,21
2024-10-30,LinkedIn,8
2024-10-30,Facebook,7
2024-10-30,Referral,24
2024-10-30,Email,18
2024-10-30,Direct,3
2024-10-30,Partner,11
2024-10-31,Organic,20
2024-10-31,Google,18
2024-10-31,LinkedIn,19
2024-10-31,Facebook,8
2024-10-31,Referral,15
2024-10-31,Email,1
2024-10-31,Direct,11
2024-10-31,Partner,6
2024-11-01,Organic,32
2024-11-01,Google,35
2024-11-01,LinkedIn,13
2024-11-01,Facebook,9
2024-11-01,Referral,15
2024-11-01,Email,6
2024-11-01,Direct,8
2024-11-01,Partner,11
2024-11-02,Organic,26
2024-11-02,Google,24
2024-11-02,LinkedIn,12
2024-11-02,Facebook,12
2024-11-02,Referral,3
2024-11-02,Email,1
2024-11-02,Direct,6
2024-11-02,Partner,24
2024-11-03,Organic,32
2024-11-03,Google,14
2024-11-03,LinkedIn,27
2024-11-03,Facebook,8
2024-11-03,Referral,8
2024-11-03,Email,13
2024-11-03,Direct,0
2024-11-03,Partner,4
2024-11-04,Organic,32
2024-11-04,Google,18
2024-11-04,LinkedIn,16
2024-11-04,Facebook,6
2024-11-04,Referral,21
2024-11-04,Email,6
2024-11-04,Direct,6
2024-11-04,Partner,3
2024-11-05,Organic,44
2024-11-05,Google,15
2024-11-05,LinkedIn,11
2024-11-05,Facebook,10
2024-11-05,Referral,29
2024-11-05,Email,12
2024-11-05,Direct,10
2024-11-05,Partner,5
2024-11-06,Organic,46
2024-11-06,Google,16
2024-11-06,LinkedIn,13
2024-11-06,Facebook,8
2024-11-06,Referral,13
2024-11-06,Email,8
2024-11-06,Direct,5
2024-11-06,Partner,19
2024-11-07,Organic,35
2024-11-07,Google,31
2024-11-07,LinkedIn,18
2024-11-07,Facebook,12
2024-11-07,Referral,23
2024-11-07,Email,1
2024-11-07,Direct,5
2024-11-07,Partner,7
2024-11-08,Organic,38
2024-11-08,Google,21
2024-11-08,LinkedIn,25
2024-11-08,Facebook,13
2024-11-08,Referral,8
2024-11-08,Email,1
2024-11-08,Direct,16
2024-11-08,Partner,4
2024-11-09,Organic,40
2024-11-09,Google,28
2024-11-09,LinkedIn,22
2024-11-09,Facebook,10
2024-11-09,Referral,8
2024-11-09,Email,1
2024-11-09,Direct,8
2024-11-09,Partner,9
2024-11-10,Organic,36
2024-11-10,Google,31
2024-11-10,LinkedIn,9
2024-11-10,Facebook,4
2024-11-10,Referral,15
2024-11-10,Email,10
2024-11-10,Direct,4
2024-11-10,Partner,3
2024-11-11,Organic,32
2024-11-11,Google,24
2024-11-11,LinkedIn,7
2024-11-11,Facebook,8
2024-11-11,Referral,8
2024-11-11,Email,13
2024-11-11,Direct,6
2024-11-11,Partner,9
2024-11-12,Organic,28
2024-11-12,Google,26
2024-11-12,LinkedIn,15
2024-11-12,Facebook,12
2024-11-12,Referral,12
2024-11-12,Email,20
2024-11-12,Direct,9
2024-11-12,Partner,3
2024-11-13,Organic,32
2024-11-13,Google,23
2024-11-13,LinkedIn,24
2024-11-13,Facebook,6
2024-11-13,Referral,8
2024-11-13,Email,20
2024-11-13,Direct,10
2024-11-13,Partner,15
2024-11-14,Organic,24
2024-11-14,Google,25
2024-11-14,LinkedIn,3
2024-11-14,Facebook,10
2024-11-14,Referral,3
2024-11-14,Email,1
2024-11-14,Direct,8
2024-11-14,Partner,3
2024-11-15,Organic,40
2024-11-15,Google,16
2024-11-15,LinkedIn,15
2024-11-15,Facebook,13
2024-11-15,Referral,12
2024-11-15,Email,1
2024-11-15,Direct,3
2024-11-15,Partner,8
2024-11-16,Organic,23
2024-11-16,Google,24
2024-11-16,LinkedIn,16
2024-11-16,Facebook,10
2024-11-16,Referral,12
2024-11-16,Email,2
2024-11-16,Direct,7
2024-11-16,Partner,3
2024-11-17,Organic,32
2024-11-17,Google,25
2024-11-17,LinkedIn,14
2024-11-17,Facebook,14
2024-11-17,Referral,12
2024-11-17,Email,6
2024-11-17,Direct,4
2024-11-17,Partner,3
2024-11-18,Organic,32
2024-11-18,Google,15
2024-11-18,LinkedIn,4
2024-11-18,Facebook,6
2024-11-18,Referral,8
2024-11-18,Email,6
2024-11-18,Direct,0
2024-11-18,Partner,3
2024-11-19,Organic,28
2024-11-19,Google,14
2024-11-19,LinkedIn,2
2024-11-19,Facebook,6
2024-11-19,Referral,34
2024-11-19,Email,13
2024-11-19,Direct,12
2024-11-19,Partner,4
2024-11-20,Organic,36
2024-11-20,Google,22
2024-11-20,LinkedIn,2
2024-11-20,Facebook,10
2024-11-20,Referral,7
2024-11-20,Email,17
2024-11-20,Direct,3
2024-11-20,Partner,3
2024-11-21,Organic,32
2024-11-21,Google,17
2024-11-21,LinkedIn,20
2024-11-21,Facebook,7
2024-11-21,Referral,10
2024-11-21,Email,1
2024-11-21,Direct,3
2024-11-21,Partner,10
2024-11-22,Organic,39
2024-11-22,Google,16
2024-11-22,LinkedIn,7
2024-11-22,Facebook,2
2024-11-22,Referral,15
2024-11-22,Email,8
2024-11-22,Direct,3
2024-11-22,Partner,14
2024-11-23,Organic,24
2024-11-23,Google,22
2024-11-23,LinkedIn,19
2024-11-23,Facebook,6
2024-11-23,Referral,4
2024-11-23,Email,1
2024-11-23,Direct,0
2024-11-23,Partner,4
2024-11-24,Organic,23
2024-11-24,Google,21
2024-11-24,LinkedIn,25
2024-11-24,Facebook,7
2024-11-24,Referral,2
2024-11-24,Email,1
2024-11-24,Direct,5
2024-11-24,Partner,3
2024-11-25,Organic,38
2024-11-25,Google,31
2024-11-25,LinkedIn,14
2024-11-25,Facebook,15
2024-11-25,Referral,23
2024-11-25,Email,7
2024-11-25,Direct,6
2024-11-25,Partner,23
2024-11-26,Organic,41
2024-11-26,Google,21
2024-11-26,LinkedIn,18
2024-11-26,Facebook,13
2024-11-26,Referral,7
2024-11-26,Email,2
2024-11-26,Direct,2
2024-11-26,Partner,16
2024-11-27,Organic,43
2024-11-27,Google,13
2024-11-27,LinkedIn,26
2024-11-27,Facebook,4
2024-11-27,Referral,23
2024-11-27,Email,7
2024-11-27,Direct,5
2024-11-27,Partner,4
2024-11-28,Organic,30
2024-11-28,Google,21
2024-11-28,LinkedIn,2
2024-11-28,Facebook,7
2024-11-28,Referral,2
2024-11-28,Email,17
2024-11-28,Direct,12
2024-11-28,Partner,19
2024-11-29,Organic,30
2024-11-29,Google,25
2024-11-29,LinkedIn,24
2024-11-29,Facebook,10
2024-11-29,Referral,6
2024-11-29,Email,8
2024-11-29,Direct,6
2024-11-29,Partner,9
2024-11-30,Organic,28
2024-11-30,Google,18
2024-11-30,LinkedIn,23
2024-11-30,Facebook,10
2024-11-30,Referral,3
2024-11-30,Email,6
2024-11-30,Direct,5
2024-11-30,Partner,4
2024-12-01,Organic,33
2024-12-01,Google,24
2024-12-01,LinkedIn,5
2024-12-01,Facebook,8
2024-12-01,Referral,18
2024-12-01,Email,1
2024-12-01,Direct,2
2024-12-01,Partner,23
2024-12-02,Organic,40
2024-12-02,Google,24
2024-12-02,LinkedIn,22
2024-12-02,Facebook,11
2024-12-02,Referral,12
2024-12-02,Email,1
2024-12-02,Direct,7
2024-12-02,Partner,3
2024-12-03,Organic,36
2024-12-03,Google,7
2024-12-03,LinkedIn,21
2024-12-03,Facebook,13
2024-12-03,Referral,17
2024-12-03,Email,3
2024-12-03,Direct,0
2024-12-03,Partner,24
2024-12-04,Organic,38
2024-12-04,Google,21
2024-12-04,LinkedIn,27
2024-12-04,Facebook,13
2024-12-04,Referral,4
2024-12-04,Email,1
2024-12-04,Direct,9
2024-12-04,Partner,3
2024-12-05,Organic,35
2024-12-05,Google,20
2024-12-05,LinkedIn,22
2024-12-05,Facebook,10
2024-12-05,Referral,16
2024-12-05,Email,11
2024-12-05,Direct,6
2024-12-05,Partner,9
2024-12-06,Organic,36
2024-12-06,Google,18
2024-12-06,LinkedIn,4
2024-12-06,Facebook,10
2024-12-06,Referral,7
2024-12-06,Email,1
2024-12-06,Direct,4
2024-12-06,Partner,16
2024-12-07,Organic,28
2024-12-07,Google,21
2024-12-07,LinkedIn,2
2024-12-07,Facebook,14
2024-12-07,Referral,20
2024-12-07,Email,6
2024-12-07,Direct,1
2024-12-07,Partner,14
2024-12-08,Organic,36
2024-12-08,Google,26
2024-12-08,LinkedIn,4
2024-12-08,Facebook,16
2024-12-08,Referral,12
2024-12-08,Email,1
2024-12-08,Direct,9
2024-12-08,Partner,14
2024-12-09,Organic,36
2024-12-09,Google,18
2024-12-09,LinkedIn,13
2024-12-09,Facebook,8
2024-12-09,Referral,4
2024-12-09,Email,6
2024-12-09,Direct,9
2024-12-09,Partner,16
2024-12-10,Organic,29
2024-12-10,Google,24
2024-12-10,LinkedIn,4
2024-12-10,Facebook,10
2024-12-10,Referral,6
2024-12-10,Email,9
2024-12-10,Direct,6
2024-12-10,Partner,19
2024-12-11,Organic,36
2024-12-11,Google,21
2024-12-11,LinkedIn,15
2024-12-11,Facebook,10
2024-12-11,Referral,18
2024-12-11,Email,1
2024-12-11,Direct,5
2024-12-11,Partner,22
2024-12-12,Organic,25
2024-12-12,Google,17
2024-12-12,LinkedIn,2
2024-12-12,Facebook,16
2024-12-12,Referral,28
2024-12-12,Email,1
2024-12-12,Direct,7
2024-12-12,Partner,19
2024-12-13,Organic,31
2024-12-13,Google,23
2024-12-13,LinkedIn,26
2024-12-13,Facebook,9
2024-12-13,Referral,20
2024-12-13,Email,2
2024-12-13,Direct,9
2024-12-13,Partner,4
2024-12-14,Organic,33
2024-12-14,Google,26
2024-12-14,LinkedIn,15
2024-12-14,Facebook,8
2024-12-14,Referral,2
2024-12-14,Email,9
2024-12-14,Direct,8
2024-12-14,Partner,4
2024-12-15,Organic,36
2024-12-15,Google,15
2024-12-15,LinkedIn,3
2024-12-15,Facebook,10
2024-12-15,Referral,11
2024-12-15,Email,7
2024-12-15,Direct,0
2024-12-15,Partner,3
2024-12-16,Organic,27
2024-12-16,Google,15
2024-12-16,LinkedIn,4
2024-12-16,Facebook,8
2024-12-16,Referral,4
2024-12-16,Email,15
2024-12-16,Direct,5
2024-12-16,Partner,3
2024-12-17,Organic,28
2024-12-17,Google,21
2024-12-17,LinkedIn,30
2024-12-17,Facebook,10
2024-12-17,Referral,2
2024-12-17,Email,5
2024-12-17,Direct,5
2024-12-17,Partner,3
2024-12-18,Organic,32
2024-12-18,Google,19
2024-12-18,LinkedIn,11
2024-12-18,Facebook,8
2024-12-18,Referral,17
2024-12-18,Email,12
2024-12-18,Direct,1
2024-12-18,Partner,8
2024-12-19,Organic,36
2024-12-19,Google,26
2024-12-19,LinkedIn,13
2024-12-19,Facebook,8
2024-12-19,Referral,11
2024-12-19,Email,16
2024-12-19,Direct,8
2024-12-19,Partner,16
2024-12-20,Organic,37
2024-12-20,Google,10
2024-12-20,LinkedIn,10
2024-12-20,Facebook,14
2024-12-20,Referral,19
2024-12-20,Email,6
2024-12-20,Direct,0
2024-12-20,Partner,3
2024-12-21,Organic,33
2024-12-21,Google,23
2024-12-21,LinkedIn,13
2024-12-21,Facebook,6
2024-12-21,Referral,11
2024-12-21,Email,5
2024-12-21,Direct,12
2024-12-21,Partner,3
2024-12-22,Organic,27
2024-12-22,Google,19
2024-12-22,LinkedIn,40
2024-12-22,Facebook,8
2024-12-22,Referral,14
2024-12-22,Email,2
2024-12-22,Direct,12
2024-12-22,Partner,21
2024-12-23,Organic,43
2024-12-23,Google,19
2024-12-23,LinkedIn,31
2024-12-23,Facebook,9
2024-12-23,Referral,6
2024-12-23,Email,1
2024-12-23,Direct,3
2024-12-23,Partner,3
2024-12-24,Organic,40
2024-12-24,Google,28
2024-12-24,LinkedIn,24
2024-12-24,Facebook,8
2024-12-24,Referral,2
2024-12-24,Email,1
2024-12-24,Direct,10
2024-12-24,Partner,3
2024-12-25,Organic,29
2024-12-25,Google,22
2024-12-25,LinkedIn,12
2024-12-25,Facebook,13
2024-12-25,Referral,8
2024-12-25,Email,3
2024-12-25,Direct,8
2024-12-25,Partner,3
2024-12-26,Organic,30
2024-12-26,Google,26
2024-12-26,LinkedIn,27
2024-12-26,Facebook,13
2024-12-26,Referral,6
2024-12-26,Email,3
2024-12-26,Direct,6
2024-12-26,Partner,14
2024-12-27,Organic,32
2024-12-27,Google,14
2024-12-27,LinkedIn,6
2024-12-27,Facebook,15
2024-12-27,Referral,15
2024-12-27,Email,10
2024-12-27,Direct,10
2024-12-27,Partner,3
2024-12-28,Organic,40
2024-12-28,Google,19
2024-12-28,LinkedIn,3
2024-12-28,Facebook,8
2024-12-28,Referral,16
2024-12-28,Email,3
2024-12-28,Direct,8
2024-12-28,Partner,3
2024-12-29,Organic,36
2024-12-29,Google,19
2024-12-29,LinkedIn,15
2024-12-29,Facebook,10
2024-12-29,Referral,4
2024-12-29,Email,1
2024-12-29,Direct,0
2024-12-29,Partner,4
2024-12-30,Organic,24
2024-12-30,Google,24
2024-12-30,LinkedIn,18
2024-12-30,Facebook,8
2024-12-30,Referral,12
2024-12-30,Email,12
2024-12-30,Direct,5
2024-12-30,Partner,14
2024-12-31,Organic,40
2024-12-31,Google,24
2024-12-31,LinkedIn,22
2024-12-31,Facebook,6
2024-12-31,Referral,25
2024-12-31,Email,3
2024-12-31,Direct,10
2024-12-31,Partner,8
2025-01-01,Organic,38
2025-01-01,Google,21
2025-01-01,LinkedIn,10
2025-01-01,Facebook,11
2025-01-01,Referral,19
2025-01-01,Email,14
2025-01-01,Direct,9
2025-01-01,Partner,3
2025-01-02,Organic,42
2025-01-02,Google,24
2025-01-02,LinkedIn,6
2025-01-02,Facebook,8
2025-01-02,Referral,10
2025-01-02,Email,13
2025-01-02,Direct,3
2025-01-02,Partner,3
2025-01-03,Organic,36
2025-01-03,Google,21
2025-01-03,LinkedIn,2
2025-01-03,Facebook,13
2025-01-03,Referral,15
2025-01-03,Email,6
2025-01-03,Direct,9
2025-01-03,Partner,16
2025-01-04,Organic,33
2025-01-04,Google,18
2025-01-04,LinkedIn,2
2025-01-04,Facebook,13
2025-01-04,Referral,22
2025-01-04,Email,13
2025-01-04,Direct,0
2025-01-04,Partner,29
2025-01-05,Organic,26
2025-01-05,Google,24
2025-01-05,LinkedIn,9
2025-01-05,Facebook,6
2025-01-05,Referral,13
2025-01-05,Email,11
2025-01-05,Direct,1
2025-01-05,Partner,7
2025-01-06,Organic,32
2025-01-06,Google,18
2025-01-06,LinkedIn,17
2025-01-06,Facebook,9
2025-01-06,Referral,21
2025-01-06,Email,10
2025-01-06,Direct,12
2025-01-06,Partner,9
2025-01-07,Organic,32
2025-01-07,Google,21
2025-01-07,LinkedIn,14
2025-01-07,Facebook,9
2025-01-07,Referral,2
2025-01-07,Email,1
2025-01-07,Direct,0
2025-01-07,Partner,3
2025-01-08,Organic,29
2025-01-08,Google,22
2025-01-08,LinkedIn,19
2025-01-08,Facebook,9
2025-01-08,Referral,9
2025-01-08,Email,6
2025-01-08,Direct,5
2025-01-08,Partner,4
2025-01-09,Organic,40
2025-01-09,Google,24
2025-01-09,LinkedIn,6
2025-01-09,Facebook,10
2025-01-09,Referral,15
2025-01-09,Email,1
2025-01-09,Direct,11
2025-01-09,Partner,3
2025-01-10,Organic,28
2025-01-10,Google,23
2025-01-10,LinkedIn,13
2025-01-10,Facebook,18
2025-01-10,Referral,15
2025-01-10,Email,7
2025-01-10,Direct,0
2025-01-10,Partner,9
2025-01-11,Organic,36
2025-01-11,Google,15
2025-01-11,LinkedIn,2
2025-01-11,Facebook,4
2025-01-11,Referral,27
2025-01-11,Email,8
2025-01-11,Direct,0
2025-01-11,Partner,14
2025-01-12,Organic,22
2025-01-12,Google,21
2025-01-12,LinkedIn,9
2025-01-12,Facebook,8
2025-01-12,Referral,14
2025-01-12,Email,8
2025-01-12,Direct,12
2025-01-12,Partner,14
2025-01-13,Organic,25
2025-01-13,Google,21
2025-01-13,LinkedIn,8
2025-01-13,Facebook,8
2025-01-13,Referral,8
2025-01-13,Email,1
2025-01-13,Direct,7
2025-01-13,Partner,3
2025-01-14,Organic,28
2025-01-14,Google,28
2025-01-14,LinkedIn,10
2025-01-14,Facebook,11
2025-01-14,Referral,19
2025-01-14,Email,7
2025-01-14,Direct,1
2025-01-14,Partner,3
2025-01-15,Organic,27
2025-01-15,Google,19
2025-01-15,LinkedIn,28
2025-01-15,Facebook,13
2025-01-15,Referral,7
2025-01-15,Email,16
2025-01-15,Direct,12
2025-01-15,Partner,11
2025-01-16,Organic,42
2025-01-16,Google,18
2025-01-16,LinkedIn,2
2025-01-16,Facebook,9
2025-01-16,Referral,21
2025-01-16,Email,3
2025-01-16,Direct,9
2025-01-16,Partner,11
2025-01-17,Organic,32
2025-01-17,Google,32
2025-01-17,LinkedIn,20
2025-01-17,Facebook,9
2025-01-17,Referral,22
2025-01-17,Email,6
2025-01-17,Direct,3
2025-01-17,Partner,24
2025-01-18,Organic,32
2025-01-18,Google,21
2025-01-18,LinkedIn,10
2025-01-18,Facebook,13
2025-01-18,Referral,18
2025-01-18,Email,1
2025-01-18,Direct,0
2025-01-18,Partner,4
2025-01-19,Organic,38
2025-01-19,Google,14
2025-01-19,LinkedIn,7
2025-01-19,Facebook,13
2025-01-19,Referral,6
2025-01-19,Email,9
2025-01-19,Direct,3
2025-01-19,Partner,3
2025-01-20,Organic,45
2025-01-20,Google,24
2025-01-20,LinkedIn,9
2025-01-20,Facebook,10
2025-01-20,Referral,10
2025-01-20,Email,15
2025-01-20,Direct,2
2025-01-20,Partner,8
2025-01-21,Organic,44
2025-01-21,Google,21
2025-01-21,LinkedIn,31
2025-01-21,Facebook,10
2025-01-21,Referral,12
2025-01-21,Email,3
2025-01-21,Direct,5
2025-01-21,Partner,6
2025-01-22,Organic,41
2025-01-22,Google,28
2025-01-22,LinkedIn,2
2025-01-22,Facebook,8
2025-01-22,Referral,3
2025-01-22,Email,8
2025-01-22,Direct,6
2025-01-22,Partner,4
2025-01-23,Organic,37
2025-01-23,Google,18
2025-01-23,LinkedIn,8
2025-01-23,Facebook,15
2025-01-23,Referral,6
2025-01-23,Email,1
2025-01-23,Direct,7
2025-01-23,Partner,8
2025-01-24,Organic,39
2025-01-24,Google,19
2025-01-24,LinkedIn,4
2025-01-24,Facebook,8
2025-01-24,Referral,11
2025-01-24,Email,9
2025-01-24,Direct,18
2025-01-24,Partner,3
2025-01-25,Organic,36
2025-01-25,Google,17
2025-01-25,LinkedIn,28
2025-01-25,Facebook,7
2025-01-25,Referral,33
2025-01-25,Email,15
2025-01-25,Direct,7
2025-01-25,Partner,11
2025-01-26,Organic,36
2025-01-26,Google,17
2025-01-26,LinkedIn,27
2025-01-26,Facebook,15
2025-01-26,Referral,23
2025-01-26,Email,2
2025-01-26,Direct,5
2025-01-26,Partner,12
2025-01-27,Organic,32
2025-01-27,Google,17
2025-01-27,LinkedIn,9
2025-01-27,Facebook,10
2025-01-27,Referral,4
2025-01-27,Email,1
2025-01-27,Direct,3
2025-01-27,Partner,3
2025-01-28,Organic,36
2025-01-28,Google,21
2025-01-28,LinkedIn,27
2025-01-28,Facebook,12
2025-01-28,Referral,21
2025-01-28,Email,4
2025-01-28,Direct,7
2025-01-28,Partner,24
2025-01-29,Organic,32
2025-01-29,Google,26
2025-01-29,LinkedIn,18
2025-01-29,Facebook,8
2025-01-29,Referral,8
2025-01-29,Email,5
2025-01-29,Direct,7
2025-01-29,Partner,24
2025-01-30,Organic,36
2025-01-30,Google,18
2025-01-30,LinkedIn,2
2025-01-30,Facebook,14
