date,channel,spend
2024-08-16,Referral,54.26
2024-08-16,Email,56.54
2024-08-16,Direct,185.05
2024-08-16,Partner,65.37
2024-08-17,Organic,980.42
2024-08-17,Google,355.07
2024-08-17,LinkedIn,223.13
2024-08-17,Facebook,616.23
2024-08-17,Referral,762.93
2024-08-17,Email,215.18
2024-08-17,Direct,13.21
2024-08-17,Partner,179.97
2024-08-18,Organic,563.29
2024-08-18,Google,1110.15
2024-08-18,LinkedIn,379.61
2024-08-18,Facebook,305.54
2024-08-18,Referral,47.75
2024-08-18,Email,585.47
2024-08-18,Direct,239.37
2024-08-18,Partner,62.89
2024-08-19,Organic,1015.74
2024-08-19,Google,685.61
2024-08-19,LinkedIn,267.49
2024-08-19,Facebook,695.77
2024-08-19,Referral,408.46
2024-08-19,Email,82.18
2024-08-19,Direct,77.66
2024-08-19,Partner,115.0
2024-08-20,Organic,1292.32
2024-08-20,Google,408.17
2024-08-20,LinkedIn,55.89
2024-08-20,Facebook,291.35
2024-08-20,Referral,171.42
2024-08-20,Email,28.41
2024-08-20,Direct,219.87
2024-08-20,Partner,471.46
2024-08-21,Organic,148.89
2024-08-21,Google,506.58
2024-08-21,LinkedIn,107.59
2024-08-21,Facebook,610.17
2024-08-21,Referral,330.21
2024-08-21,Email,326.18
2024-08-21,Direct,304.07
2024-08-21,Partner,74.29
2024-08-22,Organic,1011.11
2024-08-22,Google,1238.57
2024-08-22,LinkedIn,242.09
2024-08-22,Facebook,459.78
2024-08-22,Referral,90.96
2024-08-22,Email,17.05
2024-08-22,Direct,189.43
2024-08-22,Partner,94.86
2024-08-23,Organic,635.94
2024-08-23,Google,519.12
2024-08-23,LinkedIn,72.24
2024-08-23,Facebook,57.99
2024-08-23,Referral,250.54
2024-08-23,Email,200.67
2024-08-23,Direct,235.37
2024-08-23,Partner,59.52
2024-08-24,Organic,782.67
2024-08-24,Google,859.11
2024-08-24,LinkedIn,73.68
2024-08-24,Facebook,162.79
2024-08-24,Referral,100.62
2024-08-24,Email,67.02
2024-08-24,Direct,451.45
2024-08-24,Partner,73.34
2024-08-25,Organic,548.35
2024-08-25,Google,496.26
2024-08-25,LinkedIn,548.63
2024-08-25,Facebook,365.4
2024-08-25,Referral,69.88
2024-08-25,Email,86.93
2024-08-25,Direct,591.84
2024-08-25,Partner,23.27
2024-08-26,Organic,500.86
2024-08-26,Google,516.56
2024-08-26,LinkedIn,42.33
2024-08-26,Facebook,405.55
2024-08-26,Referral,56.61
2024-08-26,Email,71.23
2024-08-26,Direct,15.97
2024-08-26,Partner,18.18
2024-08-27,Organic,248.76
2024-08-27,Google,418.98
2024-08-27,LinkedIn,63.97
2024-08-27,Facebook,403.08
2024-08-27,Referral,252.26
2024-08-27,Email,32.48
2024-08-27,Direct,8.07
2024-08-27,Partner,58.07
2024-08-28,Organic,1283.52
2024-08-28,Google,634.17
2024-08-28,LinkedIn,759.24
2024-08-28,Facebook,73.71
2024-08-28,Referral,63.9
2024-08-28,Email,113.87
2024-08-28,Direct,164.92
2024-08-28,Partner,69.08
2024-08-29,Organic,458.87
2024-08-29,Google,533.49
2024-08-29,LinkedIn,22.21
2024-08-29,Facebook,344.18
2024-08-29,Referral,561.21
2024-08-29,Email,28.83
2024-08-29,Direct,187.66
2024-08-29,Partner,285.09
2024-08-30,Organic,849.85
2024-08-30,Google,513.3
2024-08-30,LinkedIn,88.44
2024-08-30,Facebook,210.59
2024-08-30,Referral,202.13
2024-08-30,Email,227.44
2024-08-30,Direct,96.24
2024-08-30,Partner,11.49
2024-08-31,Organic,1529.74
2024-08-31,Google,867.67
2024-08-31,LinkedIn,13.98
2024-08-31,Facebook,80.45
2024-08-31,Referral,64.13
2024-08-31,Email,40.19
2024-08-31,Direct,30.77
2024-08-31,Partner,38.23
2024-09-01,Organic,471.4
2024-09-01,Google,571.64
2024-09-01,LinkedIn,75.13
2024-09-01,Facebook,370.97
2024-09-01,Referral,319.48
2024-09-01,Email,289.38
2024-09-01,Direct,291.65
2024-09-01,Partner,63.27
2024-09-02,Organic,528.32
2024-09-02,Google,129.33
2024-09-02,LinkedIn,108.13
2024-09-02,Facebook,503.54
2024-09-02,Referral,315.31
2024-09-02,Email,149.33
2024-09-02,Direct,65.55
2024-09-02,Partner,416.33
2024-09-03,Organic,433.02
2024-09-03,Google,409.69
2024-09-03,LinkedIn,50.37
2024-09-03,Facebook,199.29
2024-09-03,Referral,53.81
2024-09-03,Email,114.67
2024-09-03,Direct,83.59
2024-09-03,Partner,73.39
2024-09-04,Organic,1012.78
2024-09-04,Google,975.24
2024-09-04,LinkedIn,40.9
2024-09-04,Facebook,553.34
2024-09-04,Referral,141.46
2024-09-04,Email,43.88
2024-09-04,Direct,69.17
2024-09-04,Partner,134.73
2024-09-05,Organic,920.69
2024-09-05,Google,540.25
2024-09-05,LinkedIn,15.62
2024-09-05,Facebook,99.24
2024-09-05,Referral,100.56
2024-09-05,Email,96.42
2024-09-05,Direct,217.65
2024-09-05,Partner,72.49
2024-09-06,Organic,352.81
2024-09-06,Google,179.39
2024-09-06,LinkedIn,254.09
2024-09-06,Facebook,729.03
2024-09-06,Referral,246.0
2024-09-06,Email,10.6
2024-09-06,Direct,49.5
2024-09-06,Partner,27.05
2024-09-07,Organic,819.43
2024-09-07,Google,329.51
2024-09-07,LinkedIn,182.66
2024-09-07,Facebook,300.28
2024-09-07,Referral,100.9
2024-09-07,Email,31.77
2024-09-07,Direct,38.0
2024-09-07,Partner,41.39
2024-09-08,Organic,1042.28
2024-09-08,Google,450.01
2024-09-08,LinkedIn,52.69
2024-09-08,Facebook,63.69
2024-09-08,Referral,142.19
2024-09-08,Email,81.66
2024-09-08,Direct,64.11
2024-09-08,Partner,8.98
2024-09-09,Organic,698.47
2024-09-09,Google,258.19
2024-09-09,LinkedIn,106.42
2024-09-09,Facebook,392.52
2024-09-09,Referral,448.62
2024-09-09,Email,41.82
2024-09-09,Direct,320.75
2024-09-09,Partner,81.36
2024-09-10,Organic,453.7
2024-09-10,Google,599.14
2024-09-10,LinkedIn,25.77
2024-09-10,Facebook,897.46
2024-09-10,Referral,389.78
2024-09-10,Email,258.31
2024-09-10,Direct,257.54
2024-09-10,Partner,209.62
2024-09-11,Organic,693.98
2024-09-11,Google,284.1
2024-09-11,LinkedIn,712.78
2024-09-11,Facebook,307.41
2024-09-11,Referral,61.1
2024-09-11,Email,31.92
2024-09-11,Direct,361.12
2024-09-11,Partner,48.74
2024-09-12,Organic,658.48
2024-09-12,Google,736.18
2024-09-12,LinkedIn,52.25
2024-09-12,Facebook,483.47
2024-09-12,Referral,114.24
2024-09-12,Email,206.02
2024-09-12,Direct,26.09
2024-09-12,Partner,224.05
2024-09-13,Organic,1067.51
2024-09-13,Google,384.63
2024-09-13,LinkedIn,183.12
2024-09-13,Facebook,639.17
2024-09-13,Referral,139.22
2024-09-13,Email,35.76
2024-09-13,Direct,57.35
2024-09-13,Partner,20.94
2024-09-14,Organic,153.26
2024-09-14,Google,180.28
2024-09-14,LinkedIn,162.91
2024-09-14,Facebook,265.13
2024-09-14,Referral,225.27
2024-09-14,Email,176.0
2024-09-14,Direct,543.84
2024-09-14,Partner,48.77
2024-09-15,Organic,890.55
2024-09-15,Google,128.81
2024-09-15,LinkedIn,9.9
2024-09-15,Facebook,58.23
2024-09-15,Referral,150.27
2024-09-15,Email,102.26
2024-09-15,Direct,255.58
2024-09-15,Partner,303.14
2024-09-16,Organic,547.33
2024-09-16,Google,521.58
2024-09-16,LinkedIn,159.71
2024-09-16,Facebook,105.01
2024-09-16,Referral,102.65
2024-09-16,Email,236.15
2024-09-16,Direct,400.77
2024-09-16,Partner,86.71
2024-09-17,Organic,989.13
2024-09-17,Google,769.09
2024-09-17,LinkedIn,93.31
2024-09-17,Facebook,138.36
2024-09-17,Referral,26.95
2024-09-17,Email,106.46
2024-09-17,Direct,214.81
2024-09-17,Partner,296.18
2024-09-18,Organic,342.64
2024-09-18,Google,1124.31
2024-09-18,LinkedIn,38.69
2024-09-18,Facebook,169.35
2024-09-18,Referral,222.75
2024-09-18,Email,252.32
2024-09-18,Direct,79.23
2024-09-18,Partner,175.32
2024-09-19,Organic,1048.5
2024-09-19,Google,520.62
2024-09-19,LinkedIn,465.78
2024-09-19,Facebook,183.33
2024-09-19,Referral,74.57
2024-09-19,Email,93.07
2024-09-19,Direct,67.89
2024-09-19,Partner,48.1
2024-09-20,Organic,1214.18
2024-09-20,Google,543.0
2024-09-20,LinkedIn,37.21
2024-09-20,Facebook,490.31
2024-09-20,Referral,46.91
2024-09-20,Email,64.53
2024-09-20,Direct,9.9
2024-09-20,Partner,8.38
2024-09-21,Organic,394.35
2024-09-21,Google,467.34
2024-09-21,LinkedIn,161.72
2024-09-21,Facebook,369.74
2024-09-21,Referral,58.58
2024-09-21,Email,84.98
2024-09-21,Direct,207.49
2024-09-21,Partner,131.85
2024-09-22,Organic,1496.64
2024-09-22,Google,871.04
2024-09-22,LinkedIn,414.96
2024-09-22,Facebook,101.74
2024-09-22,Referral,350.73
2024-09-22,Email,371.85
2024-09-22,Direct,79.5
2024-09-22,Partner,24.51
2024-09-23,Organic,230.11
2024-09-23,Google,371.89
2024-09-23,LinkedIn,354.75
2024-09-23,Facebook,527.42
2024-09-23,Referral,105.41
2024-09-23,Email,286.0
2024-09-23,Direct,369.4
2024-09-23,Partner,18.99
2024-09-24,Organic,833.36
2024-09-24,Google,257.94
2024-09-24,LinkedIn,234.87
2024-09-24,Facebook,339.35
2024-09-24,Referral,67.34
2024-09-24,Email,108.03
2024-09-24,Direct,18.15
2024-09-24,Partner,65.32
2024-09-25,Organic,603.94
2024-09-25,Google,145.12
2024-09-25,LinkedIn,24.51
2024-09-25,Facebook,530.53
2024-09-25,Referral,83.14
2024-09-25,Email,35.63
2024-09-25,Direct,30.66
2024-09-25,Partner,8.06
2024-09-26,Organic,844.83
2024-09-26,Google,357.22
2024-09-26,LinkedIn,55.17
2024-09-26,Facebook,334.81
2024-09-26,Referral,201.84
2024-09-26,Email,37.25
2024-09-26,Direct,254.36
2024-09-26,Partner,63.9
2024-09-27,Organic,1163.78
2024-09-27,Google,409.97
2024-09-27,LinkedIn,31.19
2024-09-27,Facebook,320.19
2024-09-27,Referral,443.54
2024-09-27,Email,198.33
2024-09-27,Direct,89.74
2024-09-27,Partner,18.17
2024-09-28,Organic,984.2
2024-09-28,Google,782.65
2024-09-28,LinkedIn,296.09
2024-09-28,Facebook,445.6
2024-09-28,Referral,148.68
2024-09-28,Email,66.19
2024-09-28,Direct,142.12
2024-09-28,Partner,50.94
2024-09-29,Organic,871.89
2024-09-29,Google,1151.35
2024-09-29,LinkedIn,410.72
2024-09-29,Facebook,272.14
2024-09-29,Referral,29.28
2024-09-29,Email,116.4
2024-09-29,Direct,327.67
2024-09-29,Partner,52.15
2024-09-30,Organic,1152.84
2024-09-30,Google,539.44
2024-09-30,LinkedIn,289.89
2024-09-30,Facebook,623.65
2024-09-30,Referral,54.88
2024-09-30,Email,300.59
2024-09-30,Direct,119.01
2024-09-30,Partner,71.74
2024-10-01,Organic,166.58
2024-10-01,Google,496.38
2024-10-01,LinkedIn,18.41
2024-10-01,Facebook,304.47
2024-10-01,Referral,91.28
2024-10-01,Email,179.18
2024-10-01,Direct,268.78
2024-10-01,Partner,81.01
2024-10-02,Organic,171.28
2024-10-02,Google,125.4
2024-10-02,LinkedIn,150.49
2024-10-02,Facebook,54.68
2024-10-02,Referral,305.16
2024-10-02,Email,311.93
2024-10-02,Direct,352.99
2024-10-02,Partner,131.17
2024-10-03,Organic,991.71
2024-10-03,Google,142.23
2024-10-03,LinkedIn,75.34
2024-10-03,Facebook,228.44
2024-10-03,Referral,116.86
2024-10-03,Email,37.28
2024-10-03,Direct,127.38
2024-10-03,Partner,27.29
2024-10-04,Organic,224.07
2024-10-04,Google,909.21
2024-10-04,LinkedIn,130.36
2024-10-04,Facebook,514.25
2024-10-04,Referral,462.65
2024-10-04,Email,49.61
2024-10-04,Direct,751.16
2024-10-04,Partner,62.77
2024-10-05,Organic,441.81
2024-10-05,Google,328.2
2024-10-05,LinkedIn,39.99
2024-10-05,Facebook,542.51
2024-10-05,Referral,352.46
2024-10-05,Email,38.07
2024-10-05,Direct,391.47
2024-10-05,Partner,16.01
2024-10-06,Organic,661.96
2024-10-06,Google,326.53
2024-10-06,LinkedIn,109.77
2024-10-06,Facebook,250.92
2024-10-06,Referral,315.48
2024-10-06,Email,489.89
2024-10-06,Direct,15.19
2024-10-06,Partner,38.52
2024-10-07,Organic,266.28
2024-10-07,Google,256.76
2024-10-07,LinkedIn,217.7
2024-10-07,Facebook,380.65
2024-10-07,Referral,367.33
2024-10-07,Email,302.54
2024-10-07,Direct,479.65
2024-10-07,Partner,123.86
2024-10-08,Organic,691.72
2024-10-08,Google,177.17
2024-10-08,LinkedIn,21.59
2024-10-08,Facebook,210.09
2024-10-08,Referral,443.43
2024-10-08,Email,233.98
2024-10-08,Direct,30.24
2024-10-08,Partner,22.1
2024-10-09,Organic,956.85
2024-10-09,Google,485.59
2024-10-09,LinkedIn,123.07
2024-10-09,Facebook,247.16
2024-10-09,Referral,74.78
2024-10-09,Email,398.42
2024-10-09,Direct,330.33
2024-10-09,Partner,302.84
2024-10-10,Organic,699.89
2024-10-10,Google,1383.77
2024-10-10,LinkedIn,84.16
2024-10-10,Facebook,466.9
2024-10-10,Referral,125.68
2024-10-10,Email,44.98
2024-10-10,Direct,105.75
2024-10-10,Partner,282.23
2024-10-11,Organic,995.88
2024-10-11,Google,280.68
2024-10-11,LinkedIn,473.11
2024-10-11,Facebook,87.59
2024-10-11,Referral,127.39
2024-10-11,Email,163.53
2024-10-11,Direct,334.61
2024-10-11,Partner,53.86
2024-10-12,Organic,254.31
2024-10-12,Google,624.45
2024-10-12,LinkedIn,184.41
2024-10-12,Facebook,613.34
2024-10-12,Referral,165.29
2024-10-12,Email,155.87
2024-10-12,Direct,219.24
2024-10-12,Partner,107.57
2024-10-13,Organic,317.42
2024-10-13,Google,885.12
2024-10-13,LinkedIn,188.54
2024-10-13,Facebook,73.87
2024-10-13,Referral,43.6
2024-10-13,Email,27.18
2024-10-13,Direct,293.84
2024-10-13,Partner,33.97
2024-10-14,Organic,993.66
2024-10-14,Google,466.78
2024-10-14,LinkedIn,316.01
2024-10-14,Facebook,229.96
2024-10-14,Referral,186.12
2024-10-14,Email,278.55
2024-10-14,Direct,222.84
2024-10-14,Partner,114.69
2024-10-15,Organic,856.59
2024-10-15,Google,657.46
2024-10-15,LinkedIn,109.17
2024-10-15,Facebook,1073.32
2024-10-15,Referral,207.41
2024-10-15,Email,30.92
2024-10-15,Direct,47.04
2024-10-15,Partner,11.72
2024-10-16,Organic,681.61
2024-10-16,Google,261.78
2024-10-16,LinkedIn,12.5
2024-10-16,Facebook,141.66
2024-10-16,Referral,131.01
2024-10-16,Email,85.71
2024-10-16,Direct,130.02
2024-10-16,Partner,61.66
2024-10-17,Organic,317.74
2024-10-17,Google,406.01
2024-10-17,LinkedIn,280.21
2024-10-17,Facebook,410.57
2024-10-17,Referral,139.13
2024-10-17,Email,17.33
2024-10-17,Direct,50.59
2024-10-17,Partner,391.22
2024-10-18,Organic,1286.99
2024-10-18,Google,793.42
2024-10-18,LinkedIn,302.77
2024-10-18,Facebook,549.35
2024-10-18,Referral,131.95
2024-10-18,Email,34.83
2024-10-18,Direct,8.46
2024-10-18,Partner,61.78
2024-10-19,Organic,902.54
2024-10-19,Google,392.28
2024-10-19,LinkedIn,210.95
2024-10-19,Facebook,555.59
2024-10-19,Referral,192.56
2024-10-19,Email,110.94
2024-10-19,Direct,167.52
2024-10-19,Partner,177.02
2024-10-20,Organic,475.53
2024-10-20,Google,187.46
2024-10-20,LinkedIn,170.45
2024-10-20,Facebook,242.33
2024-10-20,Referral,522.86
2024-10-20,Email,59.1
2024-10-20,Direct,350.07
2024-10-20,Partner,190.99
2024-10-21,Organic,663.13
2024-10-21,Google,752.33
2024-10-21,LinkedIn,136.91
2024-10-21,Facebook,618.46
2024-10-21,Referral,293.64
2024-10-21,Email,261.85
2024-10-21,Direct,80.13
2024-10-21,Partner,80.2
2024-10-22,Organic,934.63
2024-10-22,Google,408.0
2024-10-22,LinkedIn,64.64
2024-10-22,Facebook,371.37
2024-10-22,Referral,535.78
2024-10-22,Email,180.76
2024-10-22,Direct,44.96
2024-10-22,Partner,51.22
2024-10-23,Organic,381.8
2024-10-23,Google,118.92
2024-10-23,LinkedIn,582.05
2024-10-23,Facebook,243.09
2024-10-23,Referral,68.71
2024-10-23,Email,68.8
2024-10-23,Direct,84.07
2024-10-23,Partner,195.73
2024-10-24,Organic,1260.07
2024-10-24,Google,693.59
2024-10-24,LinkedIn,280.23
2024-10-24,Facebook,146.69
2024-10-24,Referral,404.34
2024-10-24,Email,51.85
2024-10-24,Direct,383.77
2024-10-24,Partner,39.69
2024-10-25,Organic,1044.54
2024-10-25,Google,326.49
2024-10-25,LinkedIn,40.73
2024-10-25,Facebook,189.25
2024-10-25,Referral,237.61
2024-10-25,Email,108.02
2024-10-25,Direct,70.34
2024-10-25,Partner,80.64
2024-10-26,Organic,1275.89
2024-10-26,Google,120.56
2024-10-26,LinkedIn,520.6
2024-10-26,Facebook,61.35
2024-10-26,Referral,506.44
2024-10-26,Email,73.65
2024-10-26,Direct,490.07
2024-10-26,Partner,55.79
2024-10-27,Organic,251.53
2024-10-27,Google,588.11
2024-10-27,LinkedIn,86.19
2024-10-27,Facebook,439.12
2024-10-27,Referral,335.35
2024-10-27,Email,48.96
2024-10-27,Direct,353.89
2024-10-27,Partner,304.7
2024-10-28,Organic,446.34
2024-10-28,Google,274.24
2024-10-28,LinkedIn,407.24
2024-10-28,Facebook,296.53
2024-10-28,Referral,429.87
2024-10-28,Email,82.83
2024-10-28,Direct,110.14
2024-10-28,Partner,115.86
2024-10-29,Organic,312.62
2024-10-29,Google,384.22
2024-10-29,LinkedIn,127.52
2024-10-29,Facebook,502.95
2024-10-29,Referral,275.11
2024-10-29,Email,276.67
2024-10-29,Direct,111.93
2024-10-29,Partner,75.55
2024-10-30,Organic,1023.76
2024-10-30,Google,528.64
2024-10-30,LinkedIn,85.19
2024-10-30,Facebook,459.6
2024-10-30,Referral,376.96
2024-10-30,Email,397.31
2024-10-30,Direct,36.47
2024-10-30,Partner,252.19
2024-10-31,Organic,372.73
2024-10-31,Google,354.06
2024-10-31,LinkedIn,318.52
2024-10-31,Facebook,410.69
2024-10-31,Referral,227.27
2024-10-31,Email,19.64
2024-10-31,Direct,78.5
2024-10-31,Partner,24.29
2024-11-01,Organic,166.34
2024-11-01,Google,297.53
2024-11-01,LinkedIn,42.2
2024-11-01,Facebook,615.29
2024-11-01,Referral,301.46
2024-11-01,Email,92.32
2024-11-01,Direct,266.35
2024-11-01,Partner,78.93
2024-11-02,Organic,105.74
2024-11-02,Google,1015.05
2024-11-02,LinkedIn,181.18
2024-11-02,Facebook,232.78
2024-11-02,Referral,14.27
2024-11-02,Email,17.5
2024-11-02,Direct,329.74
2024-11-02,Partner,150.67
2024-11-03,Organic,194.77
2024-11-03,Google,80.54
2024-11-03,LinkedIn,211.34
2024-11-03,Facebook,233.68
2024-11-03,Referral,169.21
2024-11-03,Email,163.6
2024-11-03,Direct,21.76
2024-11-03,Partner,63.44
2024-11-04,Organic,162.77
2024-11-04,Google,546.58
2024-11-04,LinkedIn,76.23
2024-11-04,Facebook,480.3
2024-11-04,Referral,404.58
2024-11-04,Email,67.69
2024-11-04,Direct,232.61
2024-11-04,Partner,26.94
2024-11-05,Organic,1378.36
2024-11-05,Google,595.89
2024-11-05,LinkedIn,103.55
2024-11-05,Facebook,366.49
2024-11-05,Referral,441.01
2024-11-05,Email,57.85
2024-11-05,Direct,307.07
2024-11-05,Partner,81.75
2024-11-06,Organic,1345.11
2024-11-06,Google,332.79
2024-11-06,LinkedIn,94.37
2024-11-06,Facebook,72.3
2024-11-06,Referral,313.77
2024-11-06,Email,225.7
2024-11-06,Direct,295.53
2024-11-06,Partner,288.89
2024-11-07,Organic,338.19
2024-11-07,Google,1067.92
2024-11-07,LinkedIn,227.88
2024-11-07,Facebook,242.81
2024-11-07,Referral,450.72
2024-11-07,Email,46.69
2024-11-07,Direct,126.61
2024-11-07,Partner,67.67
2024-11-08,Organic,165.72
2024-11-08,Google,278.77
2024-11-08,LinkedIn,585.93
2024-11-08,Facebook,910.51
2024-11-08,Referral,111.67
2024-11-08,Email,56.03
2024-11-08,Direct,747.2
2024-11-08,Partner,60.14
2024-11-09,Organic,1516.71
2024-11-09,Google,826.08
2024-11-09,LinkedIn,334.44
2024-11-09,Facebook,733.86
2024-11-09,Referral,193.84
2024-11-09,Email,33.63
2024-11-09,Direct,145.14
2024-11-09,Partner,112.73
2024-11-10,Organic,749.02
2024-11-10,Google,380.69
2024-11-10,LinkedIn,201.17
2024-11-10,Facebook,153.85
2024-11-10,Referral,278.02
2024-11-10,Email,50.71
2024-11-10,Direct,102.19
2024-11-10,Partner,45.68
2024-11-11,Organic,136.72
2024-11-11,Google,306.57
2024-11-11,LinkedIn,153.84
2024-11-11,Facebook,497.25
2024-11-11,Referral,162.59
2024-11-11,Email,464.38
2024-11-11,Direct,93.41
2024-11-11,Partner,171.34
2024-11-12,Organic,982.73
2024-11-12,Google,996.06
2024-11-12,LinkedIn,261.8
2024-11-12,Facebook,775.18
2024-11-12,Referral,199.42
2024-11-12,Email,467.4
2024-11-12,Direct,322.31
2024-11-12,Partner,71.65
2024-11-13,Organic,588.88
2024-11-13,Google,362.02
2024-11-13,LinkedIn,518.98
2024-11-13,Facebook,450.08
2024-11-13,Referral,240.74
2024-11-13,Email,394.0
2024-11-13,Direct,518.01
2024-11-13,Partner,117.76
2024-11-14,Organic,890.26
2024-11-14,Google,591.26
2024-11-14,LinkedIn,43.4
2024-11-14,Facebook,723.68
2024-11-14,Referral,47.75
2024-11-14,Email,36.93
2024-11-14,Direct,221.35
2024-11-14,Partner,41.16
2024-11-15,Organic,1218.53
2024-11-15,Google,646.61
2024-11-15,LinkedIn,88.89
2024-11-15,Facebook,304.59
2024-11-15,Referral,242.34
2024-11-15,Email,60.81
2024-11-15,Direct,156.4
2024-11-15,Partner,141.3
2024-11-16,Organic,458.13
2024-11-16,Google,440.0
2024-11-16,LinkedIn,204.37
2024-11-16,Facebook,99.53
2024-11-16,Referral,188.44
2024-11-16,Email,88.17
2024-11-16,Direct,316.36
2024-11-16,Partner,29.15
2024-11-17,Organic,305.9
2024-11-17,Google,601.97
2024-11-17,LinkedIn,72.59
2024-11-17,Facebook,642.71
2024-11-17,Referral,223.21
2024-11-17,Email,210.53
2024-11-17,Direct,65.47
2024-11-17,Partner,73.41
2024-11-18,Organic,1130.73
2024-11-18,Google,419.62
2024-11-18,LinkedIn,101.47
2024-11-18,Facebook,341.25
2024-11-18,Referral,109.54
2024-11-18,Email,40.67
2024-11-18,Direct,72.62
2024-11-18,Partner,67.63
2024-11-19,Organic,609.18
2024-11-19,Google,578.29
2024-11-19,LinkedIn,49.0
2024-11-19,Facebook,173.46
2024-11-19,Referral,735.18
2024-11-19,Email,351.41
2024-11-19,Direct,553.87
2024-11-19,Partner,48.71
2024-11-20,Organic,1223.32
2024-11-20,Google,457.67
2024-11-20,LinkedIn,56.82
2024-11-20,Facebook,106.73
2024-11-20,Referral,152.37
2024-11-20,Email,283.98
2024-11-20,Direct,56.89
2024-11-20,Partner,66.56
2024-11-21,Organic,392.87
2024-11-21,Google,600.79
2024-11-21,LinkedIn,448.9
2024-11-21,Facebook,420.48
2024-11-21,Referral,76.25
2024-11-21,Email,63.71
2024-11-21,Direct,109.71
2024-11-21,Partner,199.22
2024-11-22,Organic,469.36
2024-11-22,Google,251.19
2024-11-22,LinkedIn,49.4
2024-11-22,Facebook,22.97
2024-11-22,Referral,241.05
2024-11-22,Email,91.14
2024-11-22,Direct,115.37
2024-11-22,Partner,39.88
2024-11-23,Organic,722.62
2024-11-23,Google,695.81
2024-11-23,LinkedIn,197.52
2024-11-23,Facebook,238.91
2024-11-23,Referral,114.44
2024-11-23,Email,22.67
2024-11-23,Direct,21.94
2024-11-23,Partner,85.92
2024-11-24,Organic,482.62
2024-11-24,Google,731.44
2024-11-24,LinkedIn,250.32
2024-11-24,Facebook,376.2
2024-11-24,Referral,59.05
2024-11-24,Email,35.23
2024-11-24,Direct,131.2
2024-11-24,Partner,59.92
2024-11-25,Organic,1344.39
2024-11-25,Google,959.46
2024-11-25,LinkedIn,45.97
2024-11-25,Facebook,216.75
2024-11-25,Referral,94.3
2024-11-25,Email,219.36
2024-11-25,Direct,228.49
2024-11-25,Partner,353.42
2024-11-26,Organic,312.28
2024-11-26,Google,591.5
2024-11-26,LinkedIn,430.99
2024-11-26,Facebook,668.93
2024-11-26,Referral,157.35
2024-11-26,Email,14.81
2024-11-26,Direct,139.01
2024-11-26,Partner,63.42
2024-11-27,Organic,942.96
2024-11-27,Google,422.5
2024-11-27,LinkedIn,153.25
2024-11-27,Facebook,68.71
2024-11-27,Referral,372.97
2024-11-27,Email,140.56
2024-11-27,Direct,139.72
2024-11-27,Partner,89.21
2024-11-28,Organic,206.45
2024-11-28,Google,636.7
2024-11-28,LinkedIn,14.7
2024-11-28,Facebook,338.18
2024-11-28,Referral,72.92
2024-11-28,Email,541.81
2024-11-28,Direct,266.15
2024-11-28,Partner,416.53
2024-11-29,Organic,204.98
2024-11-29,Google,1072.21
2024-11-29,LinkedIn,236.46
2024-11-29,Facebook,649.2
2024-11-29,Referral,91.22
2024-11-29,Email,225.19
2024-11-29,Direct,192.05
2024-11-29,Partner,125.24
2024-11-30,Organic,151.16
2024-11-30,Google,273.85
2024-11-30,LinkedIn,317.75
2024-11-30,Facebook,547.69
2024-11-30,Referral,67.32
2024-11-30,Email,236.06
2024-11-30,Direct,280.17
2024-11-30,Partner,95.77
2024-12-01,Organic,1257.0
2024-12-01,Google,1045.83
2024-12-01,LinkedIn,115.94
2024-12-01,Facebook,67.15
2024-12-01,Referral,308.08
2024-12-01,Email,67.38
2024-12-01,Direct,120.16
2024-12-01,Partner,396.14
2024-12-02,Organic,1582.02
2024-12-02,Google,535.75
2024-12-02,LinkedIn,103.72
2024-12-02,Facebook,589.68
2024-12-02,Referral,223.25
2024-12-02,Email,72.7
2024-12-02,Direct,198.41
2024-12-02,Partner,62.79
2024-12-03,Organic,628.99
2024-12-03,Google,305.88
2024-12-03,LinkedIn,404.09
2024-12-03,Facebook,532.54
2024-12-03,Referral,393.4
2024-12-03,Email,27.02
2024-12-03,Direct,65.6
2024-12-03,Partner,332.62
2024-12-04,Organic,1429.5
2024-12-04,Google,272.1
2024-12-04,LinkedIn,606.0
2024-12-04,Facebook,778.14
2024-12-04,Referral,47.58
2024-12-04,Email,60.56
2024-12-04,Direct,60.46
2024-12-04,Partner,18.3
2024-12-05,Organic,587.74
2024-12-05,Google,879.49
2024-12-05,LinkedIn,61.61
2024-12-05,Facebook,205.11
2024-12-05,Referral,445.68
2024-12-05,Email,251.94
2024-12-05,Direct,46.93
2024-12-05,Partner,139.79
2024-12-06,Organic,500.1
2024-12-06,Google,717.34
2024-12-06,LinkedIn,49.78
2024-12-06,Facebook,599.12
2024-12-06,Referral,153.06
2024-12-06,Email,69.29
2024-12-06,Direct,36.74
2024-12-06,Partner,178.78
2024-12-07,Organic,623.67
2024-12-07,Google,697.58
2024-12-07,LinkedIn,27.64
2024-12-07,Facebook,692.22
2024-12-07,Referral,308.2
2024-12-07,Email,134.09
2024-12-07,Direct,39.91
2024-12-07,Partner,143.43
2024-12-08,Organic,594.5
2024-12-08,Google,155.59
2024-12-08,LinkedIn,80.31
2024-12-08,Facebook,443.92
2024-12-08,Referral,78.63
2024-12-08,Email,36.95
2024-12-08,Direct,163.41
