date,channel,onboarded
2024-09-20,Direct,1
2024-09-20,Partner,4
2024-09-21,Organic,43
2024-09-21,Google,21
2024-09-21,LinkedIn,12
2024-09-21,Facebook,15
2024-09-21,Referral,20
2024-09-21,Email,28
2024-09-21,Direct,5
2024-09-21,Partner,7
2024-09-22,Organic,53
2024-09-22,Google,33
2024-09-22,LinkedIn,27
2024-09-22,Facebook,15
2024-09-22,Referral,20
2024-09-22,Email,16
2024-09-22,Direct,5
2024-09-22,Partner,4
2024-09-23,Organic,43
2024-09-23,Google,30
2024-09-23,LinkedIn,33
2024-09-23,Facebook,15
2024-09-23,Referral,11
2024-09-23,Email,12
2024-09-23,Direct,11
2024-09-23,Partner,4
2024-09-24,Organic,27
2024-09-24,Google,37
2024-09-24,LinkedIn,30
2024-09-24,Facebook,10
2024-09-24,Referral,14
2024-09-24,Email,7
2024-09-24,Direct,1
2024-09-24,Partner,11
2024-09-25,Organic,55
2024-09-25,Google,30
2024-09-25,LinkedIn,9
2024-09-25,Facebook,14
2024-09-25,Referral,11
2024-09-25,Email,2
2024-09-25,Direct,1
2024-09-25,Partner,4
2024-09-26,Organic,44
2024-09-26,Google,24
2024-09-26,LinkedIn,23
2024-09-26,Facebook,11
2024-09-26,Referral,15
2024-09-26,Email,2
2024-09-26,Direct,9
2024-09-26,Partner,4
2024-09-27,Organic,55
2024-09-27,Google,16
2024-09-27,LinkedIn,5
2024-09-27,Facebook,6
2024-09-27,Referral,26
2024-09-27,Email,16
2024-09-27,Direct,13
2024-09-27,Partner,4
2024-09-28,Organic,48
2024-09-28,Google,37
2024-09-28,LinkedIn,15
2024-09-28,Facebook,14
2024-09-28,Referral,26
2024-09-28,Email,11
2024-09-28,Direct,18
2024-09-28,Partner,4
2024-09-29,Organic,36
2024-09-29,Google,38
2024-09-29,LinkedIn,22
2024-09-29,Facebook,15
2024-09-29,Referral,3
2024-09-29,Email,14
2024-09-29,Direct,11
2024-09-29,Partner,4
2024-09-30,Organic,58
2024-09-30,Google,32
2024-09-30,LinkedIn,33
2024-09-30,Facebook,18
2024-09-30,Referral,3
2024-09-30,Email,19
2024-09-30,Direct,5
2024-09-30,Partner,4
2024-10-01,Organic,39
2024-10-01,Google,28
2024-10-01,LinkedIn,3
2024-10-01,Facebook,16
2024-10-01,Referral,21
2024-10-01,Email,10
2024-10-01,Direct,12
2024-10-01,Partner,5
2024-10-02,Organic,46
2024-10-02,Google,18
2024-10-02,LinkedIn,15
2024-10-02,Facebook,8
2024-10-02,Referral,15
2024-10-02,Email,13
2024-10-02,Direct,11
2024-10-02,Partner,7
2024-10-03,Organic,38
2024-10-03,Google,32
2024-10-03,LinkedIn,19
2024-10-03,Facebook,5
2024-10-03,Referral,9
2024-10-03,Email,2
2024-10-03,Direct,10
2024-10-03,Partner,9
2024-10-04,Organic,41
2024-10-04,Google,32
2024-10-04,LinkedIn,15
2024-10-04,Facebook,12
2024-10-04,Referral,24
2024-10-04,Email,2
2024-10-04,Direct,21
2024-10-04,Partner,4
2024-10-05,Organic,45
2024-10-05,Google,28
2024-10-05,LinkedIn,3
2024-10-05,Facebook,18
2024-10-05,Referral,33
2024-10-05,Email,8
2024-10-05,Direct,11
2024-10-05,Partner,4
2024-10-06,Organic,36
2024-10-06,Google,23
2024-10-06,LinkedIn,21
2024-10-06,Facebook,14
2024-10-06,Referral,21
2024-10-06,Email,19
2024-10-06,Direct,1
2024-10-06,Partner,4
2024-10-07,Organic,46
2024-10-07,Google,31
2024-10-07,LinkedIn,17
2024-10-07,Facebook,15
2024-10-07,Referral,25
2024-10-07,Email,13
2024-10-07,Direct,14
2024-10-07,Partner,11
2024-10-08,Organic,50
2024-10-08,Google,27
2024-10-08,LinkedIn,9
2024-10-08,Facebook,19
2024-10-08,Referral,26
2024-10-08,Email,16
2024-10-08,Direct,5
2024-10-08,Partner,4
2024-10-09,Organic,39
2024-10-09,Google,25
2024-10-09,LinkedIn,17
2024-10-09,Facebook,12
2024-10-09,Referral,3
2024-10-09,Email,15
2024-10-09,Direct,16
2024-10-09,Partner,30
2024-10-10,Organic,31
2024-10-10,Google,42
2024-10-10,LinkedIn,10
2024-10-10,Facebook,16
2024-10-10,Referral,7
2024-10-10,Email,2
2024-10-10,Direct,7
2024-10-10,Partner,16
2024-10-11,Organic,35
2024-10-11,Google,18
2024-10-11,LinkedIn,40
2024-10-11,Facebook,11
2024-10-11,Referral,11
2024-10-11,Email,14
2024-10-11,Direct,14
2024-10-11,Partner,4
2024-10-12,Organic,57
2024-10-12,Google,31
2024-10-12,LinkedIn,34
2024-10-12,Facebook,15
2024-10-12,Referral,7
2024-10-12,Email,21
2024-10-12,Direct,6
2024-10-12,Partner,11
2024-10-13,Organic,55
2024-10-13,Google,32
2024-10-13,LinkedIn,12
2024-10-13,Facebook,12
2024-10-13,Referral,3
2024-10-13,Email,4
2024-10-13,Direct,7
2024-10-13,Partner,5
2024-10-14,Organic,32
2024-10-14,Google,37
2024-10-14,LinkedIn,17
2024-10-14,Facebook,12
2024-10-14,Referral,33
2024-10-14,Email,13
2024-10-14,Direct,9
2024-10-14,Partner,7
2024-10-15,Organic,39
2024-10-15,Google,27
2024-10-15,LinkedIn,11
2024-10-15,Facebook,21
2024-10-15,Referral,23
2024-10-15,Email,4
2024-10-15,Direct,5
2024-10-15,Partner,6
2024-10-16,Organic,60
2024-10-16,Google,28
2024-10-16,LinkedIn,3
2024-10-16,Facebook,15
2024-10-16,Referral,21
2024-10-16,Email,8
2024-10-16,Direct,3
2024-10-16,Partner,10
2024-10-17,Organic,26
2024-10-17,Google,32
2024-10-17,LinkedIn,29
2024-10-17,Facebook,11
2024-10-17,Referral,24
2024-10-17,Email,2
2024-10-17,Direct,3
2024-10-17,Partner,25
2024-10-18,Organic,49
2024-10-18,Google,40
2024-10-18,LinkedIn,17
2024-10-18,Facebook,12
2024-10-18,Referral,14
2024-10-18,Email,3
2024-10-18,Direct,1
2024-10-18,Partner,4
2024-10-19,Organic,52
2024-10-19,Google,24
2024-10-19,LinkedIn,34
2024-10-19,Facebook,13
2024-10-19,Referral,9
2024-10-19,Email,4
2024-10-19,Direct,11
2024-10-19,Partner,19
2024-10-20,Organic,38
2024-10-20,Google,38
2024-10-20,LinkedIn,22
2024-10-20,Facebook,17
2024-10-20,Referral,28
2024-10-20,Email,11
2024-10-20,Direct,15
2024-10-20,Partner,18
2024-10-21,Organic,37
2024-10-21,Google,24
2024-10-21,LinkedIn,20
2024-10-21,Facebook,18
2024-10-21,Referral,24
2024-10-21,Email,13
2024-10-21,Direct,12
2024-10-21,Partner,11
2024-10-22,Organic,50
2024-10-22,Google,24
2024-10-22,LinkedIn,3
2024-10-22,Facebook,7
2024-10-22,Referral,29
2024-10-22,Email,8
2024-10-22,Direct,1
2024-10-22,Partner,4
2024-10-23,Organic,42
2024-10-23,Google,4
2024-10-23,LinkedIn,38
2024-10-23,Facebook,12
2024-10-23,Referral,13
2024-10-23,Email,6
2024-10-23,Direct,18
2024-10-23,Partner,21
2024-10-24,Organic,50
2024-10-24,Google,21
2024-10-24,LinkedIn,17
2024-10-24,Facebook,9
2024-10-24,Referral,19
2024-10-24,Email,2
2024-10-24,Direct,12
2024-10-24,Partner,4
2024-10-25,Organic,41
2024-10-25,Google,20
2024-10-25,LinkedIn,11
2024-10-25,Facebook,12
2024-10-25,Referral,16
2024-10-25,Email,6
2024-10-25,Direct,7
2024-10-25,Partner,16
2024-10-26,Organic,54
2024-10-26,Google,30
2024-10-26,LinkedIn,27
2024-10-26,Facebook,9
2024-10-26,Referral,28
2024-10-26,Email,2
2024-10-26,Direct,17
2024-10-26,Partner,12
2024-10-27,Organic,39
2024-10-27,Google,36
2024-10-27,LinkedIn,24
2024-10-27,Facebook,15
2024-10-27,Referral,16
2024-10-27,Email,2
2024-10-27,Direct,9
2024-10-27,Partner,24
2024-10-28,Organic,50
2024-10-28,Google,23
2024-10-28,LinkedIn,34
2024-10-28,Facebook,9
2024-10-28,Referral,22
2024-10-28,Email,10
2024-10-28,Direct,14
2024-10-28,Partner,21
2024-10-29,Organic,43
2024-10-29,Google,27
2024-10-29,LinkedIn,6
2024-10-29,Facebook,23
2024-10-29,Referral,18
2024-10-29,Email,16
2024-10-29,Direct,5
2024-10-29,Partner,6
2024-10-30,Organic,36
2024-10-30,Google,27
2024-10-30,LinkedIn,10
2024-10-30,Facebook,10
2024-10-30,Referral,30
2024-10-30,Email,24
2024-10-30,Direct,5
2024-10-30,Partner,14
2024-10-31,Organic,26
2024-10-31,Google,24
2024-10-31,LinkedIn,24
2024-10-31,Facebook,12
2024-10-31,Referral,19
2024-10-31,Email,2
2024-10-31,Direct,15
2024-10-31,Partner,8
2024-11-01,Organic,41
2024-11-01,Google,45
2024-11-01,LinkedIn,16
2024-11-01,Facebook,13
2024-11-01,Referral,19
2024-11-01,Email,8
2024-11-01,Direct,11
2024-11-01,Partner,14
2024-11-02,Organic,33
2024-11-02,Google,32
2024-11-02,LinkedIn,15
2024-11-02,Facebook,17
2024-11-02,Referral,4
2024-11-02,Email,2
2024-11-02,Direct,9
2024-11-02,Partner,30
2024-11-03,Organic,41
2024-11-03,Google,19
2024-11-03,LinkedIn,34
2024-11-03,Facebook,11
2024-11-03,Referral,11
2024-11-03,Email,17
2024-11-03,Direct,1
2024-11-03,Partner,6
2024-11-04,Organic,40
2024-11-04,Google,24
2024-11-04,LinkedIn,20
2024-11-04,Facebook,9
2024-11-04,Referral,27
2024-11-04,Email,8
2024-11-04,Direct,8
2024-11-04,Partner,4
2024-11-05,Organic,55
2024-11-05,Google,20
2024-11-05,LinkedIn,14
2024-11-05,Facebook,15
2024-11-05,Referral,36
2024-11-05,Email,16
2024-11-05,Direct,14
2024-11-05,Partner,7
2024-11-06,Organic,58
2024-11-06,Google,21
2024-11-06,LinkedIn,17
2024-11-06,Facebook,12
2024-11-06,Referral,17
2024-11-06,Email,11
2024-11-06,Direct,7
2024-11-06,Partner,24
2024-11-07,Organic,44
2024-11-07,Google,41
2024-11-07,LinkedIn,22
2024-11-07,Facebook,17
2024-11-07,Referral,29
2024-11-07,Email,2
2024-11-07,Direct,7
2024-11-07,Partner,9
2024-11-08,Organic,48
2024-11-08,Google,28
2024-11-08,LinkedIn,31
2024-11-08,Facebook,18
2024-11-08,Referral,10
2024-11-08,Email,2
2024-11-08,Direct,22
2024-11-08,Partner,5
2024-11-09,Organic,50
2024-11-09,Google,36
2024-11-09,LinkedIn,27
2024-11-09,Facebook,14
2024-11-09,Referral,10
2024-11-09,Email,2
2024-11-09,Direct,11
2024-11-09,Partner,12
2024-11-10,Organic,45
2024-11-10,Google,40
2024-11-10,LinkedIn,11
2024-11-10,Facebook,6
2024-11-10,Referral,19
2024-11-10,Email,13
2024-11-10,Direct,6
2024-11-10,Partner,4
2024-11-11,Organic,41
2024-11-11,Google,31
2024-11-11,LinkedIn,9
2024-11-11,Facebook,12
2024-11-11,Referral,10
2024-11-11,Email,17
2024-11-11,Direct,8
2024-11-11,Partner,12
2024-11-12,Organic,36
2024-11-12,Google,34
2024-11-12,LinkedIn,19
2024-11-12,Facebook,17
2024-11-12,Referral,15
2024-11-12,Email,26
2024-11-12,Direct,12
2024-11-12,Partner,4
2024-11-13,Organic,40
2024-11-13,Google,30
2024-11-13,LinkedIn,30
2024-11-13,Facebook,9
2024-11-13,Referral,11
2024-11-13,Email,26
2024-11-13,Direct,14
2024-11-13,Partner,19
2024-11-14,Organic,31
2024-11-14,Google,33
2024-11-14,LinkedIn,4
2024-11-14,Facebook,14
2024-11-14,Referral,4
2024-11-14,Email,2
2024-11-14,Direct,11
2024-11-14,Partner,4
2024-11-15,Organic,50
2024-11-15,Google,21
2024-11-15,LinkedIn,19
2024-11-15,Facebook,19
2024-11-15,Referral,16
2024-11-15,Email,2
2024-11-15,Direct,4
2024-11-15,Partner,10
2024-11-16,Organic,29
2024-11-16,Google,32
2024-11-16,LinkedIn,20
2024-11-16,Facebook,14
2024-11-16,Referral,16
2024-11-16,Email,3
2024-11-16,Direct,10
2024-11-16,Partner,4
2024-11-17,Organic,41
2024-11-17,Google,33
2024-11-17,LinkedIn,18
2024-11-17,Facebook,20
2024-11-17,Referral,16
2024-11-17,Email,8
2024-11-17,Direct,6
2024-11-17,Partner,4
2024-11-18,Organic,40
2024-11-18,Google,20
2024-11-18,LinkedIn,5
2024-11-18,Facebook,9
2024-11-18,Referral,11
2024-11-18,Email,8
2024-11-18,Direct,1
2024-11-18,Partner,4
2024-11-19,Organic,35
2024-11-19,Google,18
2024-11-19,LinkedIn,3
2024-11-19,Facebook,9
2024-11-19,Referral,42
2024-11-19,Email,17
2024-11-19,Direct,17
2024-11-19,Partner,5
2024-11-20,Organic,46
2024-11-20,Google,29
2024-11-20,LinkedIn,3
2024-11-20,Facebook,14
2024-11-20,Referral,9
2024-11-20,Email,22
2024-11-20,Direct,5
2024-11-20,Partner,4
2024-11-21,Organic,41
2024-11-21,Google,23
2024-11-21,LinkedIn,25
2024-11-21,Facebook,10
2024-11-21,Referral,13
2024-11-21,Email,2
2024-11-21,Direct,4
2024-11-21,Partner,13
2024-11-22,Organic,49
2024-11-22,Google,21
2024-11-22,LinkedIn,9
2024-11-22,Facebook,3
2024-11-22,Referral,19
2024-11-22,Email,11
2024-11-22,Direct,4
2024-11-22,Partner,18
2024-11-23,Organic,31
2024-11-23,Google,29
2024-11-23,LinkedIn,24
2024-11-23,Facebook,9
2024-11-23,Referral,6
2024-11-23,Email,2
2024-11-23,Direct,1
2024-11-23,Partner,6
2024-11-24,Organic,29
2024-11-24,Google,28
2024-11-24,LinkedIn,31
2024-11-24,Facebook,10
2024-11-24,Referral,3
2024-11-24,Email,2
2024-11-24,Direct,7
2024-11-24,Partner,4
2024-11-25,Organic,48
2024-11-25,Google,40
2024-11-25,LinkedIn,18
2024-11-25,Facebook,21
2024-11-25,Referral,29
2024-11-25,Email,9
2024-11-25,Direct,9
2024-11-25,Partner,28
2024-11-26,Organic,52
2024-11-26,Google,28
2024-11-26,LinkedIn,22
2024-11-26,Facebook,18
2024-11-26,Referral,9
2024-11-26,Email,3
2024-11-26,Direct,3
2024-11-26,Partner,20
2024-11-27,Organic,54
2024-11-27,Google,17
2024-11-27,LinkedIn,32
2024-11-27,Facebook,6
2024-11-27,Referral,29
2024-11-27,Email,9
2024-11-27,Direct,7
2024-11-27,Partner,5
2024-11-28,Organic,38
2024-11-28,Google,28
2024-11-28,LinkedIn,3
2024-11-28,Facebook,10
2024-11-28,Referral,3
2024-11-28,Email,22
2024-11-28,Direct,17
2024-11-28,Partner,24
2024-11-29,Organic,38
2024-11-29,Google,33
2024-11-29,LinkedIn,30
2024-11-29,Facebook,14
2024-11-29,Referral,8
2024-11-29,Email,11
2024-11-29,Direct,9
2024-11-29,Partner,11
2024-11-30,Organic,36
2024-11-30,Google,24
2024-11-30,LinkedIn,29
2024-11-30,Facebook,15
2024-11-30,Referral,4
2024-11-30,Email,8
2024-11-30,Direct,7
2024-11-30,Partner,6
2024-12-01,Organic,42
2024-12-01,Google,32
2024-12-01,LinkedIn,7
2024-12-01,Facebook,12
2024-12-01,Referral,23
2024-12-01,Email,2
2024-12-01,Direct,3
2024-12-01,Partner,28
2024-12-02,Organic,51
2024-12-02,Google,32
2024-12-02,LinkedIn,28
2024-12-02,Facebook,16
2024-12-02,Referral,16
2024-12-02,Email,2
2024-12-02,Direct,10
2024-12-02,Partner,4
2024-12-03,Organic,45
2024-12-03,Google,9
2024-12-03,LinkedIn,26
2024-12-03,Facebook,18
2024-12-03,Referral,21
2024-12-03,Email,4
2024-12-03,Direct,1
2024-12-03,Partner,30
2024-12-04,Organic,48
2024-12-04,Google,28
2024-12-04,LinkedIn,33
2024-12-04,Facebook,19
2024-12-04,Referral,5
2024-12-04,Email,2
2024-12-04,Direct,13
2024-12-04,Partner,4
2024-12-05,Organic,44
2024-12-05,Google,26
2024-12-05,LinkedIn,28
2024-12-05,Facebook,14
2024-12-05,Referral,20
2024-12-05,Email,14
2024-12-05,Direct,9
2024-12-05,Partner,11
2024-12-06,Organic,45
2024-12-06,Google,24
2024-12-06,LinkedIn,6
2024-12-06,Facebook,14
2024-12-06,Referral,9
2024-12-06,Email,2
2024-12-06,Direct,6
2024-12-06,Partner,20
2024-12-07,Organic,36
2024-12-07,Google,27
2024-12-07,LinkedIn,3
2024-12-07,Facebook,20
2024-12-07,Referral,25
2024-12-07,Email,8
2024-12-07,Direct,2
2024-12-07,Partner,18
2024-12-08,Organic,45
2024-12-08,Google,34
2024-12-08,LinkedIn,5
2024-12-08,Facebook,22
2024-12-08,Referral,16
2024-12-08,Email,2
2024-12-08,Direct,12
2024-12-08,Partner,18
2024-12-09,Organic,45
2024-12-09,Google,24
2024-12-09,LinkedIn,17
2024-12-09,Facebook,12
2024-12-09,Referral,5
2024-12-09,Email,8
2024-12-09,Direct,12
2024-12-09,Partner,20
2024-12-10,Organic,37
2024-12-10,Google,31
2024-12-10,LinkedIn,6
2024-12-10,Facebook,15
2024-12-10,Referral,8
2024-12-10,Email,12
2024-12-10,Direct,9
2024-12-10,Partner,24
2024-12-11,Organic,45
2024-12-11,Google,27
2024-12-11,LinkedIn,19
2024-12-11,Facebook,14
2024-12-11,Referral,23
2024-12-11,Email,2
2024-12-11,Direct,7
2024-12-11,Partner,27
2024-12-12,Organic,32
2024-12-12,Google,22
2024-12-12,LinkedIn,3
2024-12-12,Facebook,22
2024-12-12,Referral,35
2024-12-12,Email,2
2024-12-12,Direct,10
2024-12-12,Partner,23
2024-12-13,Organic,39
2024-12-13,Google,30
2024-12-13,LinkedIn,32
2024-12-13,Facebook,13
2024-12-13,Referral,25
2024-12-13,Email,3
2024-12-13,Direct,13
2024-12-13,Partner,6
2024-12-14,Organic,42
2024-12-14,Google,34
2024-12-14,LinkedIn,19
2024-12-14,Facebook,12
2024-12-14,Referral,3
2024-12-14,Email,12
2024-12-14,Direct,11
2024-12-14,Partner,5
2024-12-15,Organic,46
2024-12-15,Google,20
2024-12-15,LinkedIn,4
2024-12-15,Facebook,14
2024-12-15,Referral,14
2024-12-15,Email,10
2024-12-15,Direct,1
2024-12-15,Partner,4
2024-12-16,Organic,34
2024-12-16,Google,20
2024-12-16,LinkedIn,6
2024-12-16,Facebook,11
2024-12-16,Referral,6
2024-12-16,Email,20
2024-12-16,Direct,7
2024-12-16,Partner,4
2024-12-17,Organic,36
2024-12-17,Google,28
2024-12-17,LinkedIn,37
2024-12-17,Facebook,15
2024-12-17,Referral,3
2024-12-17,Email,7
2024-12-17,Direct,7
2024-12-17,Partner,4
2024-12-18,Organic,41
2024-12-18,Google,25
2024-12-18,LinkedIn,14
2024-12-18,Facebook,11
2024-12-18,Referral,22
2024-12-18,Email,16
2024-12-18,Direct,2
2024-12-18,Partner,10
2024-12-19,Organic,45
2024-12-19,Google,34
2024-12-19,LinkedIn,16
2024-12-19,Facebook,12
2024-12-19,Referral,14
2024-12-19,Email,21
2024-12-19,Direct,11
2024-12-19,Partner,20
2024-12-20,Organic,47
2024-12-20,Google,13
2024-12-20,LinkedIn,13
2024-12-20,Facebook,20
2024-12-20,Referral,24
2024-12-20,Email,8
2024-12-20,Direct,1
2024-12-20,Partner,4
2024-12-21,Organic,42
2024-12-21,Google,30
2024-12-21,LinkedIn,16
2024-12-21,Facebook,9
2024-12-21,Referral,14
2024-12-21,Email,7
2024-12-21,Direct,17
2024-12-21,Partner,4
2024-12-22,Organic,34
2024-12-22,Google,25
2024-12-22,LinkedIn,49
2024-12-22,Facebook,12
2024-12-22,Referral,18
2024-12-22,Email,3
2024-12-22,Direct,17
2024-12-22,Partner,26
2024-12-23,Organic,54
2024-12-23,Google,25
2024-12-23,LinkedIn,39
2024-12-23,Facebook,13
2024-12-23,Referral,8
2024-12-23,Email,2
2024-12-23,Direct,4
2024-12-23,Partner,4
2024-12-24,Organic,50
2024-12-24,Google,36
2024-12-24,LinkedIn,30
2024-12-24,Facebook,12
2024-12-24,Referral,3
2024-12-24,Email,2
2024-12-24,Direct,14
2024-12-24,Partner,4
2024-12-25,Organic,37
2024-12-25,Google,29
2024-12-25,LinkedIn,15
2024-12-25,Facebook,19
2024-12-25,Referral,10
2024-12-25,Email,5
2024-12-25,Direct,11
2024-12-25,Partner,4
2024-12-26,Organic,38
2024-12-26,Google,34
2024-12-26,LinkedIn,34
2024-12-26,Facebook,19
2024-12-26,Referral,8
2024-12-26,Email,4
2024-12-26,Direct,8
2024-12-26,Partner,17
2024-12-27,Organic,41
2024-12-27,Google,18
2024-12-27,LinkedIn,8
2024-12-27,Facebook,21
2024-12-27,Referral,19
2024-12-27,Email,13
2024-12-27,Direct,14
2024-12-27,Partner,4
2024-12-28,Organic,50
2024-12-28,Google,25
2024-12-28,LinkedIn,4
2024-12-28,Facebook,11
2024-12-28,Referral,20
2024-12-28,Email,4
2024-12-28,Direct,11
2024-12-28,Partner,4
2024-12-29,Organic,45
2024-12-29,Google,25
2024-12-29,LinkedIn,19
2024-12-29,Facebook,14
2024-12-29,Referral,5
2024-12-29,Email,2
2024-12-29,Direct,1
2024-12-29,Partner,6
2024-12-30,Organic,31
2024-12-30,Google,32
2024-12-30,LinkedIn,22
2024-12-30,Facebook,12
2024-12-30,Referral,15
2024-12-30,Email,16
2024-12-30,Direct,7
2024-12-30,Partner,17
2024-12-31,Organic,51
2024-12-31,Google,32
2024-12-31,LinkedIn,28
2024-12-31,Facebook,9
2024-12-31,Referral,32
2024-12-31,Email,4
2024-12-31,Direct,14
2024-12-31,Partner,10
2025-01-01,Organic,48
2025-01-01,Google,28
2025-01-01,LinkedIn,13
2025-01-01,Facebook,16
2025-01-01,Referral,24
2025-01-01,Email,18
2025-01-01,Direct,12
2025-01-01,Partner,4
2025-01-02,Organic,53
2025-01-02,Google,32
2025-01-02,LinkedIn,8
2025-01-02,Facebook,12
2025-01-02,Referral,13
2025-01-02,Email,17
2025-01-02,Direct,4
2025-01-02,Partner,4
2025-01-03,Organic,46
2025-01-03,Google,28
2025-01-03,LinkedIn,3
2025-01-03,Facebook,18
2025-01-03,Referral,19
2025-01-03,Email,8
2025-01-03,Direct,13
2025-01-03,Partner,20
2025-01-04,Organic,42
2025-01-04,Google,24
2025-01-04,LinkedIn,3
2025-01-04,Facebook,19
2025-01-04,Referral,28
2025-01-04,Email,17
2025-01-04,Direct,1
2025-01-04,Partner,36
2025-01-05,Organic,33
2025-01-05,Google,32
2025-01-05,LinkedIn,11
2025-01-05,Facebook,9
2025-01-05,Referral,17
2025-01-05,Email,15
2025-01-05,Direct,2
2025-01-05,Partner,9
2025-01-06,Organic,41
2025-01-06,Google,24
2025-01-06,LinkedIn,21
2025-01-06,Facebook,13
2025-01-06,Referral,26
2025-01-06,Email,13
2025-01-06,Direct,16
2025-01-06,Partner,12
2025-01-07,Organic,41
2025-01-07,Google,28
2025-01-07,LinkedIn,18
2025-01-07,Facebook,13
2025-01-07,Referral,3
2025-01-07,Email,2
2025-01-07,Direct,1
2025-01-07,Partner,4
2025-01-08,Organic,37
2025-01-08,Google,29
2025-01-08,LinkedIn,24
2025-01-08,Facebook,13
2025-01-08,Referral,12
2025-01-08,Email,8
2025-01-08,Direct,7
2025-01-08,Partner,6
2025-01-09,Organic,50
2025-01-09,Google,32
2025-01-09,LinkedIn,8
2025-01-09,Facebook,14
2025-01-09,Referral,19
2025-01-09,Email,2
2025-01-09,Direct,15
2025-01-09,Partner,4
2025-01-10,Organic,35
2025-01-10,Google,30
2025-01-10,LinkedIn,17
2025-01-10,Facebook,25
2025-01-10,Referral,19
2025-01-10,Email,9
2025-01-10,Direct,1
2025-01-10,Partner,12
2025-01-11,Organic,45
2025-01-11,Google,20
2025-01-11,LinkedIn,3
2025-01-11,Facebook,6
2025-01-11,Referral,34
2025-01-11,Email,11
2025-01-11,Direct,1
2025-01-11,Partner,18
2025-01-12,Organic,28
2025-01-12,Google,27
2025-01-12,LinkedIn,12
2025-01-12,Facebook,12
2025-01-12,Referral,18
2025-01-12,Email,11
2025-01-12,Direct,16
2025-01-12,Partner,18
2025-01-13,Organic,32
2025-01-13,Google,27
2025-01-13,LinkedIn,10
2025-01-13,Facebook,12
2025-01-13,Referral,10
2025-01-13,Email,2
2025-01-13,Direct,10
2025-01-13,Partner,4
2025-01-14,Organic,36
2025-01-14,Google,36
2025-01-14,LinkedIn,13
2025-01-14,Facebook,16
2025-01-14,Referral,24
2025-01-14,Email,10
2025-01-14,Direct,2
2025-01-14,Partner,4
2025-01-15,Organic,34
2025-01-15,Google,25
2025-01-15,LinkedIn,35
2025-01-15,Facebook,19
2025-01-15,Referral,9
2025-01-15,Email,21
2025-01-15,Direct,17
2025-01-15,Partner,14
2025-01-16,Organic,53
2025-01-16,Google,24
2025-01-16,LinkedIn,3
2025-01-16,Facebook,13
2025-01-16,Referral,26
2025-01-16,Email,4
2025-01-16,Direct,12
2025-01-16,Partner,14
2025-01-17,Organic,40
2025-01-17,Google,42
2025-01-17,LinkedIn,25
2025-01-17,Facebook,13
2025-01-17,Referral,28
2025-01-17,Email,8
2025-01-17,Direct,5
2025-01-17,Partner,30
2025-01-18,Organic,40
2025-01-18,Google,28
2025-01-18,LinkedIn,13
2025-01-18,Facebook,18
2025-01-18,Referral,23
2025-01-18,Email,2
2025-01-18,Direct,1
2025-01-18,Partner,5
2025-01-19,Organic,48
2025-01-19,Google,18
2025-01-19,LinkedIn,9
2025-01-19,Facebook,18
2025-01-19,Referral,8
2025-01-19,Email,12
2025-01-19,Direct,4
2025-01-19,Partner,4
2025-01-20,Organic,57
2025-01-20,Google,32
2025-01-20,LinkedIn,11
2025-01-20,Facebook,14
2025-01-20,Referral,13
2025-01-20,Email,20
2025-01-20,Direct,3
2025-01-20,Partner,10
2025-01-21,Organic,56
2025-01-21,Google,28
2025-01-21,LinkedIn,39
2025-01-21,Facebook,15
2025-01-21,Referral,15
2025-01-21,Email,4
2025-01-21,Direct,7
2025-01-21,Partner,8
2025-01-22,Organic,52
2025-01-22,Google,36
2025-01-22,LinkedIn,3
2025-01-22,Facebook,11
2025-01-22,Referral,4
2025-01-22,Email,11
2025-01-22,Direct,8
2025-01-22,Partner,6
2025-01-23,Organic,47
2025-01-23,Google,24
2025-01-23,LinkedIn,10
2025-01-23,Facebook,21
2025-01-23,Referral,8
2025-01-23,Email,2
2025-01-23,Direct,10
2025-01-23,Partner,10
2025-01-24,Organic,49
2025-01-24,Google,25
2025-01-24,LinkedIn,5
2025-01-24,Facebook,11
2025-01-24,Referral,14
2025-01-24,Email,12
2025-01-24,Direct,24
2025-01-24,Partner,4
2025-01-25,Organic,45
2025-01-25,Google,23
2025-01-25,LinkedIn,35
2025-01-25,Facebook,10
2025-01-25,Referral,41
2025-01-25,Email,19
2025-01-25,Direct,10
2025-01-25,Partner,14
2025-01-26,Organic,45
2025-01-26,Google,22
2025-01-26,LinkedIn,34
2025-01-26,Facebook,21
2025-01-26,Referral,29
2025-01-26,Email,3
2025-01-26,Direct,7
2025-01-26,Partner,15
2025-01-27,Organic,41
2025-01-27,Google,23
2025-01-27,LinkedIn,11
2025-01-27,Facebook,14
2025-01-27,Referral,6
2025-01-27,Email,2
2025-01-27,Direct,5
2025-01-27,Partner,4
2025-01-28,Organic,46
2025-01-28,Google,28
2025-01-28,LinkedIn,34
2025-01-28,Facebook,17
2025-01-28,Referral,27
2025-01-28,Email,6
2025-01-28,Direct,10
2025-01-28,Partner,29
2025-01-29,Organic,41
2025-01-29,Google,34
2025-01-29,LinkedIn,22
2025-01-29,Facebook,12
2025-01-29,Referral,10
2025-01-29,Email,7
2025-01-29,Direct,10
2025-01-29,Partner,30
2025-01-30,Organic,46
2025-01-30,Google,24
2025-01-30,LinkedIn,3
2025-01-30,Facebook,20
2025-01-30,Referral,13
